Common name,GPCRdb ID,Reference ligand,Vendors,Species,Assay Type,Activity Type,Activity Relation,Activity Value,p-value (-log),Fold selectivity,Tested GPCRs,Assay Description,Source,Mol weight,Rot Bonds,H don,H acc,LogP,Smiles,DOI
CHEMBL3642753,124951,,0,Human,Binding,Ki,=,709.4,6.15,-53,3,"Radioligand Binding Assay: The ability of the compounds to bind to the 5-HT2A, D3 and D2 receptors was determined using radioligand binding to cloned receptors selectively expressed in HEK-293 EBNA cells.",ChEMBL,"414,3",7,1,5,"3,25",CCC(C)C(=O)N[C@H]1CC[C@H](CCN2CCN(c3nccc4c3CCO4)CC2)CC1,-
CHEMBL3642754,124952,,0,Human,Binding,Ki,=,754.6,6.12,-69,3,"Radioligand Binding Assay: The ability of the compounds to bind to the 5-HT2A, D3 and D2 receptors was determined using radioligand binding to cloned receptors selectively expressed in HEK-293 EBNA cells.",ChEMBL,"428,3",7,1,6,"2,24",O=C(CC1COC1)N[C@H]1CC[C@H](CCN2CCN(c3nccc4c3CCO4)CC2)CC1,-
CHEMBL3642755,124953,,0,Human,Binding,Ki,=,322.5,6.49,-11,3,"Radioligand Binding Assay: The ability of the compounds to bind to the 5-HT2A, D3 and D2 receptors was determined using radioligand binding to cloned receptors selectively expressed in HEK-293 EBNA cells.",ChEMBL,"401,3",5,1,5,"2,36",CN(C)C(=O)N[C@H]1CC[C@H](CCN2CCN(c3nccc4c3CCO4)CC2)CC1,-
CHEMBL3642756,124954,,0,Human,Binding,Ki,=,773.3,6.11,-40,3,"Radioligand Binding Assay: The ability of the compounds to bind to the 5-HT2A, D3 and D2 receptors was determined using radioligand binding to cloned receptors selectively expressed in HEK-293 EBNA cells.",ChEMBL,"426,2",5,1,5,"2,77",O=C(N[C@H]1CC[C@H](CCN2CCN(c3nccc4c3CCO4)CC2)CC1)C(F)(F)F,-
CHEMBL3642757,124955,,0,Human,Binding,Ki,=,198.4,6.7,-12,3,"Radioligand Binding Assay: The ability of the compounds to bind to the 5-HT2A, D3 and D2 receptors was determined using radioligand binding to cloned receptors selectively expressed in HEK-293 EBNA cells.",ChEMBL,"412,3",6,1,5,"3,17",CC(C)=CC(=O)N[C@H]1CC[C@H](CCN2CCN(c3nccc4c3CCO4)CC2)CC1,-
CHEMBL3642758,124956,,0,Human,Binding,Ki,=,945.4,6.02,-74,3,"Radioligand Binding Assay: The ability of the compounds to bind to the 5-HT2A, D3 and D2 receptors was determined using radioligand binding to cloned receptors selectively expressed in HEK-293 EBNA cells.",ChEMBL,"412,3",7,1,5,"3,17",C/C=C/CC(=O)N[C@H]1CC[C@H](CCN2CCN(c3nccc4c3CCO4)CC2)CC1,-
CHEMBL3642759,124957,,0,Human,Binding,Ki,=,425.6,6.37,-34,3,"Radioligand Binding Assay: The ability of the compounds to bind to the 5-HT2A, D3 and D2 receptors was determined using radioligand binding to cloned receptors selectively expressed in HEK-293 EBNA cells.",ChEMBL,"396,3",5,1,5,"2,23",CC#CC(=O)N[C@H]1CC[C@H](CCN2CCN(c3nccc4c3CCO4)CC2)CC1,-
CHEMBL3642760,124958,,0,Human,Binding,Ki,=,837.2,6.08,-35,3,"Radioligand Binding Assay: The ability of the compounds to bind to the 5-HT2A, D3 and D2 receptors was determined using radioligand binding to cloned receptors selectively expressed in HEK-293 EBNA cells.",ChEMBL,"358,2",6,1,5,"1,83",O=CN[C@H]1CC[C@H](CCN2CCN(c3nccc4c3CCO4)CC2)CC1,-
CHEMBL3642761,124959,,0,Human,Binding,Ki,=,1304.6,5.88,-331,3,"Radioligand Binding Assay: The ability of the compounds to bind to the 5-HT2A, D3 and D2 receptors was determined using radioligand binding to cloned receptors selectively expressed in HEK-293 EBNA cells.",ChEMBL,"453,3",7,1,7,"2,74",Cc1cc(CC(=O)N[C@H]2CC[C@H](CCN3CCN(c4nccc5c4CCO5)CC3)CC2)on1,-
CHEMBL3642762,124960,,0,Human,Binding,Ki,=,396.8,6.4,-25,3,"Radioligand Binding Assay: The ability of the compounds to bind to the 5-HT2A, D3 and D2 receptors was determined using radioligand binding to cloned receptors selectively expressed in HEK-293 EBNA cells.",ChEMBL,"439,3",6,1,7,"2,81",Cc1cc(C(=O)N[C@H]2CC[C@H](CCN3CCN(c4nccc5c4CCO5)CC3)CC2)on1,-
CHEMBL3642763,124961,,0,Human,Binding,Ki,=,2562.7,5.59,-107,3,"Radioligand Binding Assay: The ability of the compounds to bind to the 5-HT2A, D3 and D2 receptors was determined using radioligand binding to cloned receptors selectively expressed in HEK-293 EBNA cells.",ChEMBL,"457,3",8,1,6,"2,07",CN(C)C(=O)CCC(=O)N[C@H]1CC[C@H](CCN2CCN(c3nccc4c3CCO4)CC2)CC1,-
CHEMBL3642764,124962,,0,Human,Binding,Ki,=,999.7,6.0,-46,3,"Radioligand Binding Assay: The ability of the compounds to bind to the 5-HT2A, D3 and D2 receptors was determined using radioligand binding to cloned receptors selectively expressed in HEK-293 EBNA cells.",ChEMBL,"430,3",7,2,6,"2,37",CC(C)(O)CC(=O)N[C@H]1CC[C@H](CCN2CCN(c3nccc4c3CCO4)CC2)CC1,-
CHEMBL3642765,124963,,0,Human,Binding,Ki,=,731.8,6.14,-37,3,"Radioligand Binding Assay: The ability of the compounds to bind to the 5-HT2A, D3 and D2 receptors was determined using radioligand binding to cloned receptors selectively expressed in HEK-293 EBNA cells.",ChEMBL,"470,3",7,2,6,"2,52",O=C(C[C@@H](O)C(F)(F)F)N[C@H]1CC[C@H](CCN2CCN(c3nccc4c3CCO4)CC2)CC1,-
CHEMBL3642766,124964,,0,Human,Binding,Ki,=,887.4,6.05,-44,3,"Radioligand Binding Assay: The ability of the compounds to bind to the 5-HT2A, D3 and D2 receptors was determined using radioligand binding to cloned receptors selectively expressed in HEK-293 EBNA cells.",ChEMBL,"430,3",8,2,6,"2,37",CC[C@H](O)CC(=O)N[C@H]1CC[C@H](CCN2CCN(c3nccc4c3CCO4)CC2)CC1,-
CHEMBL3642767,124965,,0,Human,Binding,Ki,=,1291.7,5.89,-66,3,"Radioligand Binding Assay: The ability of the compounds to bind to the 5-HT2A, D3 and D2 receptors was determined using radioligand binding to cloned receptors selectively expressed in HEK-293 EBNA cells.",ChEMBL,"470,3",8,1,6,"3,41",CO[C@H]1CC[C@H](CC(=O)N[C@H]2CC[C@H](CCN3CCN(c4nccc5c4CCO5)CC3)CC2)C1,-
CHEMBL3642768,124966,,0,Human,Binding,Ki,=,926.5,6.03,-66,3,"Radioligand Binding Assay: The ability of the compounds to bind to the 5-HT2A, D3 and D2 receptors was determined using radioligand binding to cloned receptors selectively expressed in HEK-293 EBNA cells.",ChEMBL,"458,3",7,2,7,"1,74",O=C(CC1C[C@H](O)CO1)N[C@H]1CC[C@H](CCN2CCN(c3nccc4c3CCO4)CC2)CC1,-
CHEMBL3642769,124967,,0,Human,Binding,Ki,=,828.3,6.08,-53,3,"Radioligand Binding Assay: The ability of the compounds to bind to the 5-HT2A, D3 and D2 receptors was determined using radioligand binding to cloned receptors selectively expressed in HEK-293 EBNA cells.",ChEMBL,"400,3",7,1,5,"3,00",CCCC(=O)N[C@H]1CC[C@H](CCN2CCN(c3nccc4c3CCO4)CC2)CC1,-
CHEMBL3642770,124968,,0,Human,Binding,Ki,=,1277.1,5.89,-56,3,"Radioligand Binding Assay: The ability of the compounds to bind to the 5-HT2A, D3 and D2 receptors was determined using radioligand binding to cloned receptors selectively expressed in HEK-293 EBNA cells.",ChEMBL,"428,3",8,1,5,"3,64",CC(C)CCC(=O)N[C@H]1CC[C@H](CCN2CCN(c3nccc4c3CCO4)CC2)CC1,-
CHEMBL3642771,124969,,0,Human,Binding,Ki,=,1143.6,5.94,-60,3,"Radioligand Binding Assay: The ability of the compounds to bind to the 5-HT2A, D3 and D2 receptors was determined using radioligand binding to cloned receptors selectively expressed in HEK-293 EBNA cells.",ChEMBL,"414,3",8,1,5,"3,39",CCCCC(=O)N[C@H]1CC[C@H](CCN2CCN(c3nccc4c3CCO4)CC2)CC1,-
CHEMBL3642772,124970,,0,Human,Binding,Ki,=,1253.7,5.9,-63,3,"Radioligand Binding Assay: The ability of the compounds to bind to the 5-HT2A, D3 and D2 receptors was determined using radioligand binding to cloned receptors selectively expressed in HEK-293 EBNA cells.",ChEMBL,"454,3",7,1,5,"3,55",O=C(CCC(F)(F)F)N[C@H]1CC[C@H](CCN2CCN(c3nccc4c3CCO4)CC2)CC1,-
CHEMBL3642773,124971,,0,Human,Binding,Ki,=,248.8,6.6,-53,3,"Radioligand Binding Assay: The ability of the compounds to bind to the 5-HT2A, D3 and D2 receptors was determined using radioligand binding to cloned receptors selectively expressed in HEK-293 EBNA cells.",ChEMBL,"384,3",5,1,5,"3,34",CC(=O)N[C@H]1CC[C@H](CCN2CCN(c3nc(C)cc4occc34)CC2)CC1,-
CHEMBL3642774,124972,,0,Human,Binding,Ki,=,274.6,6.56,-19,3,"Radioligand Binding Assay: The ability of the compounds to bind to the 5-HT2A, D3 and D2 receptors was determined using radioligand binding to cloned receptors selectively expressed in HEK-293 EBNA cells.",ChEMBL,"454,3",6,1,6,"3,75",Cc1cc2occc2c(N2CCN(CC[C@H]3CC[C@H](NC(=O)C4CCOCC4)CC3)CC2)n1,-
CHEMBL3642775,124973,,0,Human,Binding,Ki,=,640.6,6.19,-69,3,"Radioligand Binding Assay: The ability of the compounds to bind to the 5-HT2A, D3 and D2 receptors was determined using radioligand binding to cloned receptors selectively expressed in HEK-293 EBNA cells.",ChEMBL,"468,3",7,1,6,"4,14",Cc1cc2occc2c(N2CCN(CC[C@H]3CC[C@H](NC(=O)CC4CCOCC4)CC3)CC2)n1,-
CHEMBL3642776,124974,,0,Human,Binding,Ki,=,429.7,6.37,-89,3,"Radioligand Binding Assay: The ability of the compounds to bind to the 5-HT2A, D3 and D2 receptors was determined using radioligand binding to cloned receptors selectively expressed in HEK-293 EBNA cells.",ChEMBL,"428,3",8,1,6,"3,36",COCCC(=O)N[C@H]1CC[C@H](CCN2CCN(c3nc(C)cc4occc34)CC2)CC1,-
CHEMBL3642777,124975,,0,Human,Binding,Ki,=,915.0,6.04,-120,3,"Radioligand Binding Assay: The ability of the compounds to bind to the 5-HT2A, D3 and D2 receptors was determined using radioligand binding to cloned receptors selectively expressed in HEK-293 EBNA cells.",ChEMBL,"386,3",5,1,5,"2,53",CC(=O)N[C@H]1CC[C@H](CCN2CCN(c3nc(C)cc4c3CCO4)CC2)CC1,-
CHEMBL3642778,124976,,0,Human,Binding,Ki,=,1950.0,5.71,-56,3,"Radioligand Binding Assay: The ability of the compounds to bind to the 5-HT2A, D3 and D2 receptors was determined using radioligand binding to cloned receptors selectively expressed in HEK-293 EBNA cells.",ChEMBL,"456,3",6,1,6,"2,94",Cc1cc2c(c(N3CCN(CC[C@H]4CC[C@H](NC(=O)C5CCOCC5)CC4)CC3)n1)CCO2,-
CHEMBL3642779,124977,,0,Human,Binding,Ki,=,1486.0,5.83,-125,3,"Radioligand Binding Assay: The ability of the compounds to bind to the 5-HT2A, D3 and D2 receptors was determined using radioligand binding to cloned receptors selectively expressed in HEK-293 EBNA cells.",ChEMBL,"430,3",8,1,6,"2,55",COCCC(=O)N[C@H]1CC[C@H](CCN2CCN(c3nc(C)cc4c3CCO4)CC2)CC1,-
CHEMBL3642780,124978,,0,Human,Binding,Ki,=,1461.0,5.83,-107,3,"Radioligand Binding Assay: The ability of the compounds to bind to the 5-HT2A, D3 and D2 receptors was determined using radioligand binding to cloned receptors selectively expressed in HEK-293 EBNA cells.",ChEMBL,"384,3",5,1,5,"3,34",CC(=O)N[C@H]1CC[C@H](CCN2CCN(c3ncc(C)c4occc34)CC2)CC1,-
CHEMBL3642781,124979,,0,Human,Binding,Ki,=,1126.0,5.95,-199,3,"Radioligand Binding Assay: The ability of the compounds to bind to the 5-HT2A, D3 and D2 receptors was determined using radioligand binding to cloned receptors selectively expressed in HEK-293 EBNA cells.",ChEMBL,"454,3",6,1,6,"3,75",Cc1cnc(N2CCN(CC[C@H]3CC[C@H](NC(=O)C4CCOCC4)CC3)CC2)c2ccoc12,-
CHEMBL3642782,124980,,0,Human,Binding,Ki,=,2718.0,5.57,-229,3,"Radioligand Binding Assay: The ability of the compounds to bind to the 5-HT2A, D3 and D2 receptors was determined using radioligand binding to cloned receptors selectively expressed in HEK-293 EBNA cells.",ChEMBL,"468,3",7,1,6,"4,14",Cc1cnc(N2CCN(CC[C@H]3CC[C@H](NC(=O)CC4CCOCC4)CC3)CC2)c2ccoc12,-
CHEMBL3642783,124981,,0,Human,Binding,Ki,=,2471.0,5.61,-204,3,"Radioligand Binding Assay: The ability of the compounds to bind to the 5-HT2A, D3 and D2 receptors was determined using radioligand binding to cloned receptors selectively expressed in HEK-293 EBNA cells.",ChEMBL,"428,3",8,1,6,"3,36",COCCC(=O)N[C@H]1CC[C@H](CCN2CCN(c3ncc(C)c4occc34)CC2)CC1,-
CHEMBL3642784,124982,,0,Human,Binding,Ki,=,2308.0,5.64,-47,3,"Radioligand Binding Assay: The ability of the compounds to bind to the 5-HT2A, D3 and D2 receptors was determined using radioligand binding to cloned receptors selectively expressed in HEK-293 EBNA cells.",ChEMBL,"386,3",5,1,5,"2,53",CC(=O)N[C@H]1CC[C@H](CCN2CCN(c3ncc(C)c4c3CCO4)CC2)CC1,-
CHEMBL3642785,124983,,0,Human,Binding,Ki,=,4510.0,5.35,-229,3,"Radioligand Binding Assay: The ability of the compounds to bind to the 5-HT2A, D3 and D2 receptors was determined using radioligand binding to cloned receptors selectively expressed in HEK-293 EBNA cells.",ChEMBL,"456,3",6,1,6,"2,94",Cc1cnc(N2CCN(CC[C@H]3CC[C@H](NC(=O)C4CCOCC4)CC3)CC2)c2c1OCC2,-
CHEMBL3642786,124984,,0,Human,Binding,Ki,=,2951.0,5.53,-67,3,"Radioligand Binding Assay: The ability of the compounds to bind to the 5-HT2A, D3 and D2 receptors was determined using radioligand binding to cloned receptors selectively expressed in HEK-293 EBNA cells.",ChEMBL,"470,3",7,1,6,"3,33",Cc1cnc(N2CCN(CC[C@H]3CC[C@H](NC(=O)CC4CCOCC4)CC3)CC2)c2c1OCC2,-
CHEMBL3642787,124985,,0,Human,Binding,Ki,=,3564.0,5.45,-95,3,"Radioligand Binding Assay: The ability of the compounds to bind to the 5-HT2A, D3 and D2 receptors was determined using radioligand binding to cloned receptors selectively expressed in HEK-293 EBNA cells.",ChEMBL,"430,3",8,1,6,"2,55",COCCC(=O)N[C@H]1CC[C@H](CCN2CCN(c3ncc(C)c4c3CCO4)CC2)CC1,-
CHEMBL3642788,124986,,0,Human,Binding,Ki,=,842.6,6.07,-74,3,"Radioligand Binding Assay: The ability of the compounds to bind to the 5-HT2A, D3 and D2 receptors was determined using radioligand binding to cloned receptors selectively expressed in HEK-293 EBNA cells.",ChEMBL,"456,2",6,2,6,"2,13",O=C(N[C@H]1CC[C@H](CCN2CCN(c3nccc4c3CCO4)CC2)CC1)C(O)C(F)(F)F,-
CHEMBL3642789,124987,,0,Human,Binding,Ki,=,1384.9,5.86,-87,3,"Radioligand Binding Assay: The ability of the compounds to bind to the 5-HT2A, D3 and D2 receptors was determined using radioligand binding to cloned receptors selectively expressed in HEK-293 EBNA cells.",ChEMBL,"446,3",9,1,7,"2,21",COC(CC(=O)N[C@H]1CC[C@H](CCN2CCN(c3nccc4c3CCO4)CC2)CC1)OC,-
CHEMBL3642790,124988,,0,Human,Binding,Ki,=,2365.4,5.63,-128,3,"Radioligand Binding Assay: The ability of the compounds to bind to the 5-HT2A, D3 and D2 receptors was determined using radioligand binding to cloned receptors selectively expressed in HEK-293 EBNA cells.",ChEMBL,"460,3",10,1,7,"2,60",COC(CCC(=O)N[C@H]1CC[C@H](CCN2CCN(c3nccc4c3CCO4)CC2)CC1)OC,-
CHEMBL3642791,124989,,0,Human,Binding,Ki,=,516.0,6.29,-53,3,"Radioligand Binding Assay: The ability of the compounds to bind to the 5-HT2A, D3 and D2 receptors was determined using radioligand binding to cloned receptors selectively expressed in HEK-293 EBNA cells.",ChEMBL,"518,2",7,1,8,"2,98",CS(=O)(=O)c1ccc(C(=O)N[C@H]2CC[C@H](CCN3CCN(c4nccc5c4CCO5)CC3)CC2)s1,-
CHEMBL3642792,124990,,0,Human,Binding,Ki,=,312.6,6.5,-20,3,"Radioligand Binding Assay: The ability of the compounds to bind to the 5-HT2A, D3 and D2 receptors was determined using radioligand binding to cloned receptors selectively expressed in HEK-293 EBNA cells.",ChEMBL,"449,3",6,1,6,"3,22",Cc1ccc(C(=O)N[C@H]2CC[C@H](CCN3CCN(c4nccc5c4CCO5)CC3)CC2)cn1,-
CHEMBL3642793,124991,,0,Human,Binding,Ki,=,381.2,6.42,-29,3,"Radioligand Binding Assay: The ability of the compounds to bind to the 5-HT2A, D3 and D2 receptors was determined using radioligand binding to cloned receptors selectively expressed in HEK-293 EBNA cells.",ChEMBL,"459,3",6,1,6,"3,39",N#Cc1ccc(C(=O)N[C@H]2CC[C@H](CCN3CCN(c4nccc5c4CCO5)CC3)CC2)cc1,-
CHEMBL3642794,124992,,0,Human,Binding,Ki,=,179.5,6.75,-39,3,"Radioligand Binding Assay: The ability of the compounds to bind to the 5-HT2A, D3 and D2 receptors was determined using radioligand binding to cloned receptors selectively expressed in HEK-293 EBNA cells.",ChEMBL,"532,4",7,1,7,"3,27",CN1CCN(c2ccc(C(=O)N[C@H]3CC[C@H](CCN4CCN(c5nccc6c5CCO6)CC4)CC3)cc2)CC1,-
CHEMBL3642795,124993,,0,Human,Binding,Ki,=,998.4,6.0,-64,3,"Radioligand Binding Assay: The ability of the compounds to bind to the 5-HT2A, D3 and D2 receptors was determined using radioligand binding to cloned receptors selectively expressed in HEK-293 EBNA cells.",ChEMBL,"520,3",7,1,8,"2,75",O=C(N[C@H]1CC[C@H](CCN2CCN(c3nccc4c3CCO4)CC2)CC1)c1ccc(N2CCOCC2)nc1,-
CHEMBL3642796,124994,,0,Human,Binding,Ki,=,222.9,6.65,-18,3,"Radioligand Binding Assay: The ability of the compounds to bind to the 5-HT2A, D3 and D2 receptors was determined using radioligand binding to cloned receptors selectively expressed in HEK-293 EBNA cells.",ChEMBL,"511,3",7,1,6,"4,58",O=C(N[C@H]1CC[C@H](CCN2CCN(c3nccc4c3CCO4)CC2)CC1)c1ccc(-c2cccnc2)cc1,-
CHEMBL3642797,124995,,0,Human,Binding,Ki,=,3372.0,5.47,-190,3,"Radioligand Binding Assay: The ability of the compounds to bind to the 5-HT2A, D3 and D2 receptors was determined using radioligand binding to cloned receptors selectively expressed in HEK-293 EBNA cells.",ChEMBL,"478,3",6,1,7,"3,25",O=C(N[C@H]1CC[C@H](CCN2CCN(c3nccc4c3CCO4)CC2)CC1)c1ccc2c(c1)OCO2,-
CHEMBL3642798,124996,,0,Human,Binding,Ki,=,3042.0,5.52,-162,3,"Radioligand Binding Assay: The ability of the compounds to bind to the 5-HT2A, D3 and D2 receptors was determined using radioligand binding to cloned receptors selectively expressed in HEK-293 EBNA cells.",ChEMBL,"492,3",7,1,7,"3,17",O=C(Cc1ccc2c(c1)OCO2)N[C@H]1CC[C@H](CCN2CCN(c3nccc4c3CCO4)CC2)CC1,-
CHEMBL3642799,124997,,0,Human,Binding,Ki,=,958.6,6.02,-97,3,"Radioligand Binding Assay: The ability of the compounds to bind to the 5-HT2A, D3 and D2 receptors was determined using radioligand binding to cloned receptors selectively expressed in HEK-293 EBNA cells.",ChEMBL,"428,3",6,2,6,"2,12",O=C(N[C@H]1CC[C@H](CCN2CCN(c3nccc4c3CCO4)CC2)CC1)C1(O)CCC1,-
CHEMBL3642800,124998,,0,Human,Binding,Ki,=,1265.0,5.9,-162,3,"Radioligand Binding Assay: The ability of the compounds to bind to the 5-HT2A, D3 and D2 receptors was determined using radioligand binding to cloned receptors selectively expressed in HEK-293 EBNA cells.",ChEMBL,"416,3",6,2,6,"1,97",CC(C)(O)C(=O)N[C@H]1CC[C@H](CCN2CCN(c3nccc4c3CCO4)CC2)CC1,-
CHEMBL3642801,124999,,0,Human,Binding,Ki,=,116.6,6.93,-8,3,"Radioligand Binding Assay: The ability of the compounds to bind to the 5-HT2A, D3 and D2 receptors was determined using radioligand binding to cloned receptors selectively expressed in HEK-293 EBNA cells.",ChEMBL,"567,3",7,1,8,"2,75",O=C(N[C@H]1CC[C@H](CCN2CCN(c3nccc4c3CCO4)CC2)CC1)c1ccc(N2CCS(=O)(=O)CC2)cc1,-
CHEMBL3642802,125000,,0,Human,Binding,Ki,=,478.0,6.32,-13,3,"Radioligand Binding Assay: The ability of the compounds to bind to the 5-HT2A, D3 and D2 receptors was determined using radioligand binding to cloned receptors selectively expressed in HEK-293 EBNA cells.",ChEMBL,"500,3",7,1,7,"3,70",O=C(N[C@H]1CC[C@H](CCN2CCN(c3nccc4c3CCO4)CC2)CC1)c1ccc(-n2cccn2)cc1,-
CHEMBL3642803,125001,,0,Human,Binding,Ki,=,2147.0,5.67,-109,3,"Radioligand Binding Assay: The ability of the compounds to bind to the 5-HT2A, D3 and D2 receptors was determined using radioligand binding to cloned receptors selectively expressed in HEK-293 EBNA cells.",ChEMBL,"516,3",7,1,8,"3,88",Cc1nc(-c2cccc(C(=O)N[C@H]3CC[C@H](CCN4CCN(c5nccc6c5CCO6)CC4)CC3)c2)no1,-
CHEMBL3642804,125002,,0,Human,Binding,Ki,=,500.6,6.3,-24,3,"Radioligand Binding Assay: The ability of the compounds to bind to the 5-HT2A, D3 and D2 receptors was determined using radioligand binding to cloned receptors selectively expressed in HEK-293 EBNA cells.",ChEMBL,"485,3",6,1,6,"4,07",O=C(N[C@H]1CC[C@H](CCN2CCN(c3nccc4c3CCO4)CC2)CC1)c1ccc2ncccc2c1,-
CHEMBL3642805,125003,,0,Human,Binding,Ki,=,1308.9,5.88,-89,3,"Radioligand Binding Assay: The ability of the compounds to bind to the 5-HT2A, D3 and D2 receptors was determined using radioligand binding to cloned receptors selectively expressed in HEK-293 EBNA cells.",ChEMBL,"489,3",7,1,7,"3,59",O=C(Cc1noc2ccccc12)N[C@H]1CC[C@H](CCN2CCN(c3nccc4c3CCO4)CC2)CC1,-
CHEMBL3642806,125004,,0,Human,Binding,Ki,=,506.0,6.3,-27,3,"Radioligand Binding Assay: The ability of the compounds to bind to the 5-HT2A, D3 and D2 receptors was determined using radioligand binding to cloned receptors selectively expressed in HEK-293 EBNA cells.",ChEMBL,"521,3",7,1,9,"2,14",O=C(N[C@H]1CC[C@H](CCN2CCN(c3nccc4c3CCO4)CC2)CC1)c1cnc(N2CCOCC2)cn1,-
CHEMBL3642807,125005,,0,Human,Binding,Ki,=,1663.0,5.78,-25,3,"Radioligand Binding Assay: The ability of the compounds to bind to the 5-HT2A, D3 and D2 receptors was determined using radioligand binding to cloned receptors selectively expressed in HEK-293 EBNA cells.",ChEMBL,"490,3",6,1,5,"4,82",CC(C)(C)c1ccc(C(=O)N[C@H]2CC[C@H](CCN3CCN(c4nccc5c4CCO5)CC3)CC2)cc1,-
CHEMBL3642808,125006,,0,Human,Binding,Ki,=,518.3,6.29,-23,3,"Radioligand Binding Assay: The ability of the compounds to bind to the 5-HT2A, D3 and D2 receptors was determined using radioligand binding to cloned receptors selectively expressed in HEK-293 EBNA cells.",ChEMBL,"502,2",6,1,5,"4,82",O=C(N[C@H]1CC[C@H](CCN2CCN(c3nccc4c3CCO4)CC2)CC1)c1ccc(Cl)cc1Cl,-
CHEMBL3642809,125007,,0,Human,Binding,Ki,=,163.3,6.79,-6,3,"Radioligand Binding Assay: The ability of the compounds to bind to the 5-HT2A, D3 and D2 receptors was determined using radioligand binding to cloned receptors selectively expressed in HEK-293 EBNA cells.",ChEMBL,"499,3",7,1,6,"4,31",O=C(N[C@H]1CC[C@H](CCN2CCN(c3nccc4c3CCO4)CC2)CC1)c1ccc(-n2cccc2)cc1,-
CHEMBL3642810,125008,,0,Human,Binding,Ki,=,1132.0,5.95,-60,3,"Radioligand Binding Assay: The ability of the compounds to bind to the 5-HT2A, D3 and D2 receptors was determined using radioligand binding to cloned receptors selectively expressed in HEK-293 EBNA cells.",ChEMBL,"510,3",7,1,5,"5,18",O=C(N[C@H]1CC[C@H](CCN2CCN(c3nccc4c3CCO4)CC2)CC1)c1ccc(-c2ccccc2)cc1,-
CHEMBL3642811,125009,,0,Human,Binding,Ki,=,680.5,6.17,-95,3,"Radioligand Binding Assay: The ability of the compounds to bind to the 5-HT2A, D3 and D2 receptors was determined using radioligand binding to cloned receptors selectively expressed in HEK-293 EBNA cells.",ChEMBL,"416,3",7,1,6,"2,24",CO[C@H](C)C(=O)N[C@H]1CC[C@H](CCN2CCN(c3nccc4c3CCO4)CC2)CC1,-
CHEMBL3642812,125010,,0,Human,Binding,Ki,=,3161.0,5.5,-75,3,"Radioligand Binding Assay: The ability of the compounds to bind to the 5-HT2A, D3 and D2 receptors was determined using radioligand binding to cloned receptors selectively expressed in HEK-293 EBNA cells.",ChEMBL,"506,3",7,1,6,"4,70",CC(C)(C)Oc1ccc(C(=O)N[C@H]2CC[C@H](CCN3CCN(c4nccc5c4CCO5)CC3)CC2)cc1,-
CHEMBL3642813,125011,,0,Human,Binding,Ki,=,788.5,6.1,-39,3,"Radioligand Binding Assay: The ability of the compounds to bind to the 5-HT2A, D3 and D2 receptors was determined using radioligand binding to cloned receptors selectively expressed in HEK-293 EBNA cells.",ChEMBL,"416,3",7,1,6,"2,24",CO[C@@H](C)C(=O)N[C@H]1CC[C@H](CCN2CCN(c3nccc4c3CCO4)CC2)CC1,-
CHEMBL3642814,125012,,0,Human,Binding,Ki,=,242.6,6.62,-15,3,"Radioligand Binding Assay: The ability of the compounds to bind to the 5-HT2A, D3 and D2 receptors was determined using radioligand binding to cloned receptors selectively expressed in HEK-293 EBNA cells.",ChEMBL,"470,2",7,1,6,"3,07",O=S(=O)(N[C@H]1CC[C@H](CCN2CCN(c3nccc4c3CCO4)CC2)CC1)c1ccccc1,-
CHEMBL3642815,125013,,0,Human,Binding,Ki,=,801.3,6.1,-26,3,"Radioligand Binding Assay: The ability of the compounds to bind to the 5-HT2A, D3 and D2 receptors was determined using radioligand binding to cloned receptors selectively expressed in HEK-293 EBNA cells.",ChEMBL,"430,3",8,1,6,"2,63",COC(C)CC(=O)N[C@H]1CC[C@H](CCN2CCN(c3nccc4c3CCO4)CC2)CC1,-
CHEMBL3642816,125014,,0,Human,Binding,Ki,=,842.7,6.07,-20,3,"Radioligand Binding Assay: The ability of the compounds to bind to the 5-HT2A, D3 and D2 receptors was determined using radioligand binding to cloned receptors selectively expressed in HEK-293 EBNA cells.",ChEMBL,"430,3",8,2,6,"2,37",CC[C@@H](O)CC(=O)N[C@H]1CC[C@H](CCN2CCN(c3nccc4c3CCO4)CC2)CC1,-
CHEMBL3642817,125015,,0,Human,Binding,Ki,=,408.6,6.39,-18,3,"Radioligand Binding Assay: The ability of the compounds to bind to the 5-HT2A, D3 and D2 receptors was determined using radioligand binding to cloned receptors selectively expressed in HEK-293 EBNA cells.",ChEMBL,"442,3",7,2,6,"2,51",O=C(CC1(O)CCC1)N[C@H]1CC[C@H](CCN2CCN(c3nccc4c3CCO4)CC2)CC1,-
CHLORHEXIDINE,207729,,57,Human,Binding,AC50,=,4200.0,5.38,-,27,"Binding affinity towards human DRD2 in an in vitro assay with cellular components measured by membrane filtration, scintillation proximity assay",ChEMBL,"504,2",9,10,4,"4,17",N=C(NCCCCCCNC(=N)NC(=N)Nc1ccc(Cl)cc1)NC(=N)Nc1ccc(Cl)cc1,https://dx.doi.org/10.1038/s41467-023-40064-9
