Common name;GPCRdb ID;Reference ligand;Vendors;Species;Assay Type;Activity Type;Activity Relation;Activity Value;p-value (-log);Fold selectivity;Tested GPCRs;Assay Description;Source;Mol weight;Rot Bonds;H don;H acc;LogP;Smiles;DOI
CHEMBL3698011;132621;None;0;Human;Binding;Ki;=;38,06;7,42;-8;3;"Radioligand Binding Assay: Aliquots of membrane preparations were thawed at RT, resupended in assay buffer (D2, D3: 50 mM Tris-HCl, 120 mM NaCl, 5 mM MgCl2, 1 mM EDTA, 5 mM KCl, 1.5 mM CaCl2, pH=7.4; 5-HT2A: 50 mM Tris-HCl, 10 mM MgCl2, 1 mM EGTA, pH=7.4), homogenized with a Polytron for 20-30 sec at 12.000 rpm and adjusted to a final concentration of approximately 7.5 μg protein/well (D2, D3) and 15 μg protein/well (5-HT2A), respectively. The binding affinity (Ki) of the compounds was determined using radioligand binding. Membranes were incubated in a total volume of 200 μl with a fixed concentration of radioligand (final concentration approximately 0.7 nM [3H]-spiperone for D2, 0.5 nM [3H]-spiperone for D3, and 1.1 nM [3H]-ketanserin for 5-HT2A) and ten concentrations of test compound in ranging between 10 μM-0.1 nM for 1 h at RT.";ChEMBL;471,3;7;1;7;1,85;CN1CCN(CC(=O)N[C@H]2CC[C@H](CCN3CCN(c4cccc5c4OCO5)CC3)CC2)CC1;-
CHEMBL3698012;132622;None;0;Human;Binding;Ki;=;86,54;7,06;-13;3;"Radioligand Binding Assay: Aliquots of membrane preparations were thawed at RT, resupended in assay buffer (D2, D3: 50 mM Tris-HCl, 120 mM NaCl, 5 mM MgCl2, 1 mM EDTA, 5 mM KCl, 1.5 mM CaCl2, pH=7.4; 5-HT2A: 50 mM Tris-HCl, 10 mM MgCl2, 1 mM EGTA, pH=7.4), homogenized with a Polytron for 20-30 sec at 12.000 rpm and adjusted to a final concentration of approximately 7.5 μg protein/well (D2, D3) and 15 μg protein/well (5-HT2A), respectively. The binding affinity (Ki) of the compounds was determined using radioligand binding. Membranes were incubated in a total volume of 200 μl with a fixed concentration of radioligand (final concentration approximately 0.7 nM [3H]-spiperone for D2, 0.5 nM [3H]-spiperone for D3, and 1.1 nM [3H]-ketanserin for 5-HT2A) and ten concentrations of test compound in ranging between 10 μM-0.1 nM for 1 h at RT.";ChEMBL;429,3;7;1;6;2,78;COC1(C(=O)N[C@H]2CC[C@H](CCN3CCN(c4cccc5c4OCO5)CC3)CC2)CC1;-
CHEMBL3698013;132623;None;0;Human;Binding;Ki;=;116,62;6,93;-10;3;"Radioligand Binding Assay: Aliquots of membrane preparations were thawed at RT, resupended in assay buffer (D2, D3: 50 mM Tris-HCl, 120 mM NaCl, 5 mM MgCl2, 1 mM EDTA, 5 mM KCl, 1.5 mM CaCl2, pH=7.4; 5-HT2A: 50 mM Tris-HCl, 10 mM MgCl2, 1 mM EGTA, pH=7.4), homogenized with a Polytron for 20-30 sec at 12.000 rpm and adjusted to a final concentration of approximately 7.5 μg protein/well (D2, D3) and 15 μg protein/well (5-HT2A), respectively. The binding affinity (Ki) of the compounds was determined using radioligand binding. Membranes were incubated in a total volume of 200 μl with a fixed concentration of radioligand (final concentration approximately 0.7 nM [3H]-spiperone for D2, 0.5 nM [3H]-spiperone for D3, and 1.1 nM [3H]-ketanserin for 5-HT2A) and ten concentrations of test compound in ranging between 10 μM-0.1 nM for 1 h at RT.";ChEMBL;431,3;7;1;6;3,03;COC(C)(C)C(=O)N[C@H]1CC[C@H](CCN2CCN(c3cccc4c3OCO4)CC2)CC1;-
CHEMBL3698014;132624;None;0;Human;Binding;Ki;=;89,50;7,05;-6;3;"Radioligand Binding Assay: Aliquots of membrane preparations were thawed at RT, resupended in assay buffer (D2, D3: 50 mM Tris-HCl, 120 mM NaCl, 5 mM MgCl2, 1 mM EDTA, 5 mM KCl, 1.5 mM CaCl2, pH=7.4; 5-HT2A: 50 mM Tris-HCl, 10 mM MgCl2, 1 mM EGTA, pH=7.4), homogenized with a Polytron for 20-30 sec at 12.000 rpm and adjusted to a final concentration of approximately 7.5 μg protein/well (D2, D3) and 15 μg protein/well (5-HT2A), respectively. The binding affinity (Ki) of the compounds was determined using radioligand binding. Membranes were incubated in a total volume of 200 μl with a fixed concentration of radioligand (final concentration approximately 0.7 nM [3H]-spiperone for D2, 0.5 nM [3H]-spiperone for D3, and 1.1 nM [3H]-ketanserin for 5-HT2A) and ten concentrations of test compound in ranging between 10 μM-0.1 nM for 1 h at RT.";ChEMBL;445,3;8;1;6;3,27;CO[C@@H](C(=O)N[C@H]1CC[C@H](CCN2CCN(c3cccc4c3OCO4)CC2)CC1)C(C)C;-
CHEMBL3698015;132625;None;0;Human;Binding;Ki;=;111,52;6,95;-5;3;"Radioligand Binding Assay: Aliquots of membrane preparations were thawed at RT, resupended in assay buffer (D2, D3: 50 mM Tris-HCl, 120 mM NaCl, 5 mM MgCl2, 1 mM EDTA, 5 mM KCl, 1.5 mM CaCl2, pH=7.4; 5-HT2A: 50 mM Tris-HCl, 10 mM MgCl2, 1 mM EGTA, pH=7.4), homogenized with a Polytron for 20-30 sec at 12.000 rpm and adjusted to a final concentration of approximately 7.5 μg protein/well (D2, D3) and 15 μg protein/well (5-HT2A), respectively. The binding affinity (Ki) of the compounds was determined using radioligand binding. Membranes were incubated in a total volume of 200 μl with a fixed concentration of radioligand (final concentration approximately 0.7 nM [3H]-spiperone for D2, 0.5 nM [3H]-spiperone for D3, and 1.1 nM [3H]-ketanserin for 5-HT2A) and ten concentrations of test compound in ranging between 10 μM-0.1 nM for 1 h at RT.";ChEMBL;445,3;8;1;6;3,27;CO[C@H](C(=O)N[C@H]1CC[C@H](CCN2CCN(c3cccc4c3OCO4)CC2)CC1)C(C)C;-
CHEMBL3698016;132626;None;0;Human;Binding;Ki;=;73,84;7,13;-39;3;"Radioligand Binding Assay: Aliquots of membrane preparations were thawed at RT, resupended in assay buffer (D2, D3: 50 mM Tris-HCl, 120 mM NaCl, 5 mM MgCl2, 1 mM EDTA, 5 mM KCl, 1.5 mM CaCl2, pH=7.4; 5-HT2A: 50 mM Tris-HCl, 10 mM MgCl2, 1 mM EGTA, pH=7.4), homogenized with a Polytron for 20-30 sec at 12.000 rpm and adjusted to a final concentration of approximately 7.5 μg protein/well (D2, D3) and 15 μg protein/well (5-HT2A), respectively. The binding affinity (Ki) of the compounds was determined using radioligand binding. Membranes were incubated in a total volume of 200 μl with a fixed concentration of radioligand (final concentration approximately 0.7 nM [3H]-spiperone for D2, 0.5 nM [3H]-spiperone for D3, and 1.1 nM [3H]-ketanserin for 5-HT2A) and ten concentrations of test compound in ranging between 10 μM-0.1 nM for 1 h at RT.";ChEMBL;477,2;7;1;6;2,97;O=S(=O)(CC(F)(F)F)N[C@H]1CC[C@H](CCN2CCN(c3cccc4c3OCO4)CC2)CC1;-
CHEMBL3698017;132627;None;0;Human;Binding;Ki;=;72,43;7,14;-25;3;"Radioligand Binding Assay: Aliquots of membrane preparations were thawed at RT, resupended in assay buffer (D2, D3: 50 mM Tris-HCl, 120 mM NaCl, 5 mM MgCl2, 1 mM EDTA, 5 mM KCl, 1.5 mM CaCl2, pH=7.4; 5-HT2A: 50 mM Tris-HCl, 10 mM MgCl2, 1 mM EGTA, pH=7.4), homogenized with a Polytron for 20-30 sec at 12.000 rpm and adjusted to a final concentration of approximately 7.5 μg protein/well (D2, D3) and 15 μg protein/well (5-HT2A), respectively. The binding affinity (Ki) of the compounds was determined using radioligand binding. Membranes were incubated in a total volume of 200 μl with a fixed concentration of radioligand (final concentration approximately 0.7 nM [3H]-spiperone for D2, 0.5 nM [3H]-spiperone for D3, and 1.1 nM [3H]-ketanserin for 5-HT2A) and ten concentrations of test compound in ranging between 10 μM-0.1 nM for 1 h at RT.";ChEMBL;471,2;7;1;6;3,46;O=S(=O)(N[C@H]1CC[C@H](CCN2CCN(c3cccc4c3OCO4)CC2)CC1)c1ccccc1;-
CHEMBL3698018;132628;None;0;Human;Binding;Ki;=;46,18;7,34;-20;3;"Radioligand Binding Assay: Aliquots of membrane preparations were thawed at RT, resupended in assay buffer (D2, D3: 50 mM Tris-HCl, 120 mM NaCl, 5 mM MgCl2, 1 mM EDTA, 5 mM KCl, 1.5 mM CaCl2, pH=7.4; 5-HT2A: 50 mM Tris-HCl, 10 mM MgCl2, 1 mM EGTA, pH=7.4), homogenized with a Polytron for 20-30 sec at 12.000 rpm and adjusted to a final concentration of approximately 7.5 μg protein/well (D2, D3) and 15 μg protein/well (5-HT2A), respectively. The binding affinity (Ki) of the compounds was determined using radioligand binding. Membranes were incubated in a total volume of 200 μl with a fixed concentration of radioligand (final concentration approximately 0.7 nM [3H]-spiperone for D2, 0.5 nM [3H]-spiperone for D3, and 1.1 nM [3H]-ketanserin for 5-HT2A) and ten concentrations of test compound in ranging between 10 μM-0.1 nM for 1 h at RT.";ChEMBL;489,2;7;1;6;3,60;O=S(=O)(N[C@H]1CC[C@H](CCN2CCN(c3cccc4c3OCO4)CC2)CC1)c1ccc(F)cc1;-
CHEMBL3698019;132629;None;0;Human;Binding;Ki;=;55,32;7,26;-24;3;"Radioligand Binding Assay: Aliquots of membrane preparations were thawed at RT, resupended in assay buffer (D2, D3: 50 mM Tris-HCl, 120 mM NaCl, 5 mM MgCl2, 1 mM EDTA, 5 mM KCl, 1.5 mM CaCl2, pH=7.4; 5-HT2A: 50 mM Tris-HCl, 10 mM MgCl2, 1 mM EGTA, pH=7.4), homogenized with a Polytron for 20-30 sec at 12.000 rpm and adjusted to a final concentration of approximately 7.5 μg protein/well (D2, D3) and 15 μg protein/well (5-HT2A), respectively. The binding affinity (Ki) of the compounds was determined using radioligand binding. Membranes were incubated in a total volume of 200 μl with a fixed concentration of radioligand (final concentration approximately 0.7 nM [3H]-spiperone for D2, 0.5 nM [3H]-spiperone for D3, and 1.1 nM [3H]-ketanserin for 5-HT2A) and ten concentrations of test compound in ranging between 10 μM-0.1 nM for 1 h at RT.";ChEMBL;475,2;7;1;8;2,20;Cn1cnc(S(=O)(=O)N[C@H]2CC[C@H](CCN3CCN(c4cccc5c4OCO5)CC3)CC2)c1;-
CHEMBL3698020;132630;None;0;Human;Binding;Ki;=;113,43;6,95;-22;3;"Radioligand Binding Assay: Aliquots of membrane preparations were thawed at RT, resupended in assay buffer (D2, D3: 50 mM Tris-HCl, 120 mM NaCl, 5 mM MgCl2, 1 mM EDTA, 5 mM KCl, 1.5 mM CaCl2, pH=7.4; 5-HT2A: 50 mM Tris-HCl, 10 mM MgCl2, 1 mM EGTA, pH=7.4), homogenized with a Polytron for 20-30 sec at 12.000 rpm and adjusted to a final concentration of approximately 7.5 μg protein/well (D2, D3) and 15 μg protein/well (5-HT2A), respectively. The binding affinity (Ki) of the compounds was determined using radioligand binding. Membranes were incubated in a total volume of 200 μl with a fixed concentration of radioligand (final concentration approximately 0.7 nM [3H]-spiperone for D2, 0.5 nM [3H]-spiperone for D3, and 1.1 nM [3H]-ketanserin for 5-HT2A) and ten concentrations of test compound in ranging between 10 μM-0.1 nM for 1 h at RT.";ChEMBL;427,2;5;1;5;3,17;O=C(N[C@H]1CC[C@H](CCN2CCN(c3cccc4c3OCO4)CC2)CC1)C(F)(F)F;-
CHEMBL3698021;132631;None;0;Human;Binding;Ki;=;30,42;7,52;-2;3;"Radioligand Binding Assay: Aliquots of membrane preparations were thawed at RT, resupended in assay buffer (D2, D3: 50 mM Tris-HCl, 120 mM NaCl, 5 mM MgCl2, 1 mM EDTA, 5 mM KCl, 1.5 mM CaCl2, pH=7.4; 5-HT2A: 50 mM Tris-HCl, 10 mM MgCl2, 1 mM EGTA, pH=7.4), homogenized with a Polytron for 20-30 sec at 12.000 rpm and adjusted to a final concentration of approximately 7.5 μg protein/well (D2, D3) and 15 μg protein/well (5-HT2A), respectively. The binding affinity (Ki) of the compounds was determined using radioligand binding. Membranes were incubated in a total volume of 200 μl with a fixed concentration of radioligand (final concentration approximately 0.7 nM [3H]-spiperone for D2, 0.5 nM [3H]-spiperone for D3, and 1.1 nM [3H]-ketanserin for 5-HT2A) and ten concentrations of test compound in ranging between 10 μM-0.1 nM for 1 h at RT.";ChEMBL;402,3;5;1;5;2,76;CN(C)C(=O)N[C@H]1CC[C@H](CCN2CCN(c3cccc4c3OCO4)CC2)CC1;-
CHEMBL3698022;132632;None;0;Human;Binding;Ki;=;123,11;6,91;-67;3;"Radioligand Binding Assay: Aliquots of membrane preparations were thawed at RT, resupended in assay buffer (D2, D3: 50 mM Tris-HCl, 120 mM NaCl, 5 mM MgCl2, 1 mM EDTA, 5 mM KCl, 1.5 mM CaCl2, pH=7.4; 5-HT2A: 50 mM Tris-HCl, 10 mM MgCl2, 1 mM EGTA, pH=7.4), homogenized with a Polytron for 20-30 sec at 12.000 rpm and adjusted to a final concentration of approximately 7.5 μg protein/well (D2, D3) and 15 μg protein/well (5-HT2A), respectively. The binding affinity (Ki) of the compounds was determined using radioligand binding. Membranes were incubated in a total volume of 200 μl with a fixed concentration of radioligand (final concentration approximately 0.7 nM [3H]-spiperone for D2, 0.5 nM [3H]-spiperone for D3, and 1.1 nM [3H]-ketanserin for 5-HT2A) and ten concentrations of test compound in ranging between 10 μM-0.1 nM for 1 h at RT.";ChEMBL;391,2;6;1;5;2,57;O=C(CF)N[C@H]1CC[C@H](CCN2CCN(c3cccc4c3OCO4)CC2)CC1;-
CHEMBL3698023;132633;None;0;Human;Binding;Ki;=;116,67;6,93;-47;3;"Radioligand Binding Assay: Aliquots of membrane preparations were thawed at RT, resupended in assay buffer (D2, D3: 50 mM Tris-HCl, 120 mM NaCl, 5 mM MgCl2, 1 mM EDTA, 5 mM KCl, 1.5 mM CaCl2, pH=7.4; 5-HT2A: 50 mM Tris-HCl, 10 mM MgCl2, 1 mM EGTA, pH=7.4), homogenized with a Polytron for 20-30 sec at 12.000 rpm and adjusted to a final concentration of approximately 7.5 μg protein/well (D2, D3) and 15 μg protein/well (5-HT2A), respectively. The binding affinity (Ki) of the compounds was determined using radioligand binding. Membranes were incubated in a total volume of 200 μl with a fixed concentration of radioligand (final concentration approximately 0.7 nM [3H]-spiperone for D2, 0.5 nM [3H]-spiperone for D3, and 1.1 nM [3H]-ketanserin for 5-HT2A) and ten concentrations of test compound in ranging between 10 μM-0.1 nM for 1 h at RT.";ChEMBL;457,3;8;2;6;3,01;O=C(C[C@H]1C[C@H](CO)C1)N[C@H]1CC[C@H](CCN2CCN(c3cccc4c3OCO4)CC2)CC1;-
CHEMBL3698024;132634;None;0;Human;Binding;Ki;=;157,94;6,80;-151;3;"Radioligand Binding Assay: Aliquots of membrane preparations were thawed at RT, resupended in assay buffer (D2, D3: 50 mM Tris-HCl, 120 mM NaCl, 5 mM MgCl2, 1 mM EDTA, 5 mM KCl, 1.5 mM CaCl2, pH=7.4; 5-HT2A: 50 mM Tris-HCl, 10 mM MgCl2, 1 mM EGTA, pH=7.4), homogenized with a Polytron for 20-30 sec at 12.000 rpm and adjusted to a final concentration of approximately 7.5 μg protein/well (D2, D3) and 15 μg protein/well (5-HT2A), respectively. The binding affinity (Ki) of the compounds was determined using radioligand binding. Membranes were incubated in a total volume of 200 μl with a fixed concentration of radioligand (final concentration approximately 0.7 nM [3H]-spiperone for D2, 0.5 nM [3H]-spiperone for D3, and 1.1 nM [3H]-ketanserin for 5-HT2A) and ten concentrations of test compound in ranging between 10 μM-0.1 nM for 1 h at RT.";ChEMBL;484,2;6;2;5;4,96;O=C(Nc1ccc(Cl)cc1)N[C@H]1CC[C@H](CCN2CCN(c3cccc4c3OCO4)CC2)CC1;-
CHEMBL3698025;132635;None;0;Human;Binding;Ki;=;127,71;6,89;-38;3;"Radioligand Binding Assay: Aliquots of membrane preparations were thawed at RT, resupended in assay buffer (D2, D3: 50 mM Tris-HCl, 120 mM NaCl, 5 mM MgCl2, 1 mM EDTA, 5 mM KCl, 1.5 mM CaCl2, pH=7.4; 5-HT2A: 50 mM Tris-HCl, 10 mM MgCl2, 1 mM EGTA, pH=7.4), homogenized with a Polytron for 20-30 sec at 12.000 rpm and adjusted to a final concentration of approximately 7.5 μg protein/well (D2, D3) and 15 μg protein/well (5-HT2A), respectively. The binding affinity (Ki) of the compounds was determined using radioligand binding. Membranes were incubated in a total volume of 200 μl with a fixed concentration of radioligand (final concentration approximately 0.7 nM [3H]-spiperone for D2, 0.5 nM [3H]-spiperone for D3, and 1.1 nM [3H]-ketanserin for 5-HT2A) and ten concentrations of test compound in ranging between 10 μM-0.1 nM for 1 h at RT.";ChEMBL;438,2;7;1;6;1,88;CN(C)S(=O)(=O)N[C@H]1CC[C@H](CCN2CCN(c3cccc4c3OCO4)CC2)CC1;-
CHEMBL3698026;132636;None;0;Human;Binding;Ki;=;62,99;7,20;-48;3;"Radioligand Binding Assay: Aliquots of membrane preparations were thawed at RT, resupended in assay buffer (D2, D3: 50 mM Tris-HCl, 120 mM NaCl, 5 mM MgCl2, 1 mM EDTA, 5 mM KCl, 1.5 mM CaCl2, pH=7.4; 5-HT2A: 50 mM Tris-HCl, 10 mM MgCl2, 1 mM EGTA, pH=7.4), homogenized with a Polytron for 20-30 sec at 12.000 rpm and adjusted to a final concentration of approximately 7.5 μg protein/well (D2, D3) and 15 μg protein/well (5-HT2A), respectively. The binding affinity (Ki) of the compounds was determined using radioligand binding. Membranes were incubated in a total volume of 200 μl with a fixed concentration of radioligand (final concentration approximately 0.7 nM [3H]-spiperone for D2, 0.5 nM [3H]-spiperone for D3, and 1.1 nM [3H]-ketanserin for 5-HT2A) and ten concentrations of test compound in ranging between 10 μM-0.1 nM for 1 h at RT.";ChEMBL;480,2;7;1;7;1,65;O=S(=O)(N[C@H]1CC[C@H](CCN2CCN(c3cccc4c3OCO4)CC2)CC1)N1CCOCC1;-
CHEMBL369913;132796;None;0;Human;Binding;Ki;=;17,00;7,77;-56;2;Binding affinity against Dopamine receptor D2 expressed in CHO cells;ChEMBL;434,2;4;0;5;4,52;CC(=O)N1CCC(C)c2cccc(CCN3CCN(c4nsc5ccccc45)CC3)c21;https://dx.doi.org/10.1016/j.bmcl.2005.06.097
CHEMBL369984;132818;None;0;Human;Binding;Ki;=;14,60;7,84;-;1;In vitro inhibitory constant against [3H]spiperone binding to human dopamine D2 receptor expressed in CHO cells;ChEMBL;395,2;5;1;4;3,83;Fc1ccc2c(CCCN3CCN(c4cccc5c4OCCO5)CC3)c[nH]c2c1;https://dx.doi.org/10.1021/jm050148z
CHEMBL370110;132866;None;0;Human;Binding;Ki;=;1,20;8,92;-1;8;Inhibitory activity against dopamine D2(long) receptor;ChEMBL;460,2;4;0;8;2,82;CN1CCc2c(sc3ncn(CCN4CCN(c5cncc6ccccc56)CC4)c(=O)c23)C1;https://dx.doi.org/10.1016/j.bmcl.2005.04.077
CHEMBL370136;132886;None;0;Human;Binding;Ki;=;164,60;6,78;1;3;Binding affinity to dopamine D2 receptor;ChEMBL;479,2;6;2;6;3,17;COc1ccc(-c2cc3c(=O)n(CCN4CCN(c5ccccc5Cl)CC4)c(=O)[nH]c3[nH]2)cc1;https://dx.doi.org/10.1016/j.bmcl.2005.09.027
CHEMBL370191;132955;None;0;Human;Binding;Ki;=;83,00;7,08;-8;2;Binding affinity to human cloned dopamine D2 receptor;ChEMBL;521,2;6;0;6;5,22;CC(C)(C)c1nc(N2CCN(CCCCN3C(=O)CCSc4ccccc43)CC2)cc(C(F)(F)F)n1;https://dx.doi.org/10.1016/j.bmcl.2005.10.035
CHEMBL370359;133215;None;0;Human;Binding;Ki;=;31,60;7,50;-;1;In vitro inhibitory constant against [3H]spiperone binding to human dopamine D2 receptor expressed in CHO cells;ChEMBL;411,2;5;1;4;4,35;Clc1ccc2[nH]cc(CCCN3CCN(c4cccc5c4OCCO5)CC3)c2c1;https://dx.doi.org/10.1021/jm050148z
CHEMBL370364;133226;None;0;Human;Binding;Ki;=;1720,00;5,76;-4;3;Binding affinity to dopamine D2 receptor;ChEMBL;463,2;5;2;5;3,47;Cc1ccc(-c2cc3c(=O)n(CCN4CCN(c5ccccc5Cl)CC4)c(=O)[nH]c3[nH]2)cc1;https://dx.doi.org/10.1016/j.bmcl.2005.09.027
CHEMBL370457;133388;None;0;Human;Binding;Ki;=;4,70;8,33;-;1;In vitro inhibitory constant against [3H]spiperone binding to human dopamine D2 receptor expressed in CHO cells;ChEMBL;422,2;5;2;4;3,78;C[C@@H]1Oc2c(cccc2N2CCN(CCCc3c[nH]c4ccc(F)cc34)CC2)NC1=O;https://dx.doi.org/10.1021/jm050148z
CHEMBL370652;133518;None;0;Human;Binding;Ki;=;1300,00;5,89;-61;3;Displacement of [3H]spiperone from human dopamine D2(short) receptor in rat pituitary GH4C1 cells;ChEMBL;430,1;5;1;3;5,44;O=C(N[C@H]1CCN(Cc2ccc(C(F)(F)F)cc2)C1)c1cccc(-c2cccs2)c1;https://dx.doi.org/10.1016/j.bmcl.2005.08.051
CHEMBL370659;133520;None;0;Human;Binding;Ki;=;29,00;7,54;-99;2;Binding affinity against Dopamine receptor D2 expressed in CHO cells;ChEMBL;436,2;4;0;5;4,19;CC(=O)N1CCC(C)c2cc(F)cc(CCN3CCN(c4noc5ccccc45)CC3)c21;https://dx.doi.org/10.1016/j.bmcl.2005.06.097
CHEMBL370713;133573;None;0;Human;Binding;Ki;=;96,50;7,01;-14;2;Inhibition of [3H]YM-09151-2 binding to human Dopamine D2L receptor expressed in CHO cells;ChEMBL;433,1;7;1;4;4,11;COc1ccc(C(=O)NC/C=C/CN2CCN(c3cccc(Cl)c3Cl)CC2)cc1;https://dx.doi.org/10.1021/jm040190e
CHEMBL370713;133573;None;0;Human;Binding;Ki;=;30,40;7,52;-14;2;Inhibition of [125I]IABN binding to human Dopamine D2L receptor expressed in HEK 293 cells;ChEMBL;433,1;7;1;4;4,11;COc1ccc(C(=O)NC/C=C/CN2CCN(c3cccc(Cl)c3Cl)CC2)cc1;https://dx.doi.org/10.1021/jm040190e
CHEMBL370713;133573;None;0;Human;Binding;Ki;=;30,40;7,52;-14;2;Binding affinity for human dopamine D2 receptor;ChEMBL;433,1;7;1;4;4,11;COc1ccc(C(=O)NC/C=C/CN2CCN(c3cccc(Cl)c3Cl)CC2)cc1;https://dx.doi.org/10.1021/jm049465g
CHEMBL370823;133596;None;0;Human;Binding;Ki;=;1500,00;5,82;-301;3;Displacement of [3H]spiperone from human dopamine D2(short) receptor in rat pituitary GH4C1 cells;ChEMBL;380,1;5;1;3;4,56;O=C(N[C@H]1CCN(Cc2ccc(F)cc2)C1)c1ccc(-c2cccs2)cc1;https://dx.doi.org/10.1016/j.bmcl.2005.08.051
CHEMBL371289;133669;None;0;Human;Binding;Ki;=;21,00;7,68;-95;2;Binding affinity against Dopamine receptor D2 expressed in CHO cells;ChEMBL;406,2;4;1;5;4,11;CC1CC(=O)Nc2c(CCN3CCN(c4nsc5ccccc45)CC3)cccc21;https://dx.doi.org/10.1016/j.bmcl.2005.06.097
CHEMBL37170;134347;None;0;Human;Binding;Ki;=;5882,00;5,23;-758;6;Displacement of [3H]spiperone from human Dopamine receptor D2 expressed in CHO cells;ChEMBL;349,2;4;1;3;3,30;Cc1ccc(N2CCN(CC[C@@H]3NC(=O)c4ccccc43)CC2)cc1C;https://dx.doi.org/10.1016/s0960-894x(98)00252-2
CHEMBL372020;135256;None;0;Human;Binding;Ki;=;5100,00;5,29;-30;4;Low inhibition constant against [3H]spiperone binding to human Dopamine receptor D2S expressed in CHO cells;ChEMBL;245,2;5;0;3;2,80;CCCN(CCC)[C@H]1CCn2c(C#N)ccc2C1;https://dx.doi.org/10.1021/jm049269+
CHEMBL372020;135256;None;0;Human;Binding;Ki;=;190,00;6,72;-30;4;High inhibition constant against [3H]spiperone binding to human Dopamine receptor D2L expressed in CHO cells;ChEMBL;245,2;5;0;3;2,80;CCCN(CCC)[C@H]1CCn2c(C#N)ccc2C1;https://dx.doi.org/10.1021/jm049269+
CHEMBL372020;135256;None;0;Human;Binding;Ki;=;6500,00;5,19;-30;4;Low inhibition constant against [3H]spiperone binding to human Dopamine receptor D2L expressed in CHO cells;ChEMBL;245,2;5;0;3;2,80;CCCN(CCC)[C@H]1CCn2c(C#N)ccc2C1;https://dx.doi.org/10.1021/jm049269+
CHEMBL372020;135256;None;0;Human;Binding;Ki;=;130,00;6,89;-30;4;High inhibition constant against [3H]spiperone binding to human Dopamine receptor D2S expressed in CHO cells;ChEMBL;245,2;5;0;3;2,80;CCCN(CCC)[C@H]1CCn2c(C#N)ccc2C1;https://dx.doi.org/10.1021/jm049269+
CHEMBL372022;135257;None;0;Human;Binding;Ki;=;6,60;8,18;-8;2;Binding affinity for human dopamine D2 receptor;ChEMBL;419,1;6;2;4;3,81;O=C(NC/C=C/CN1CCN(c2cccc(Cl)c2Cl)CC1)c1ccccc1O;https://dx.doi.org/10.1021/jm049465g
CHEMBL372541;135321;None;0;Human;Binding;Ki;=;81,00;7,09;-478;2;Binding affinity against Dopamine receptor D2 expressed in CHO cells;ChEMBL;420,2;4;0;5;4,13;CC1CC(=O)N(C)c2c(CCN3CCN(c4nsc5ccccc45)CC3)cccc21;https://dx.doi.org/10.1016/j.bmcl.2005.06.097
CHEMBL372735;135363;None;0;Human;Binding;Ki;=;15,90;7,80;-;1;In vitro inhibitory constant against [3H]spiperone binding to human dopamine D2 receptor expressed in CHO cells;ChEMBL;391,2;5;1;4;4,00;Cc1cccc2c(CCCN3CCN(c4cccc5c4OCCO5)CC3)c[nH]c12;https://dx.doi.org/10.1021/jm050148z
CHEMBL372811;135486;None;0;Human;Binding;Ki;=;18,00;7,75;-40;2;Binding affinity against Dopamine receptor D2 expressed in CHO cells;ChEMBL;452,2;4;0;5;4,66;CC(=O)N1CCC(C)c2cc(F)cc(CCN3CCN(c4nsc5ccccc45)CC3)c21;https://dx.doi.org/10.1016/j.bmcl.2005.06.097
CHEMBL373032;135853;None;0;Human;Binding;Ki;=;500,00;6,30;-9;3;Displacement of [3H]spiperone from human dopamine D2(short) receptor in rat pituitary GH4C1 cells;ChEMBL;446,1;6;1;4;5,32;O=C(N[C@H]1CCN(Cc2ccc(OC(F)(F)F)cc2)C1)c1cccc(-c2cccs2)c1;https://dx.doi.org/10.1016/j.bmcl.2005.08.051
CHEMBL37333;136353;None;0;Human;Binding;IC50;=;3900,00;5,41;-;2;Binding affinity to dopamine receptor D2;ChEMBL;323,1;4;2;4;2,15;COc1cc(N)c(Cl)cc1C(=O)NC[C@H]1CCN2CCC[C@H]12;https://dx.doi.org/10.1021/jm0509501
CHEMBL3735756;136538;None;0;Human;Binding;Ki;=;1729,00;5,76;-60;19;Displacement of [3H]N-methylspiperone from human recombinant dopamine D2 receptor expressed in stable fibroblast after 90 mins by scintillation counting method;ChEMBL;447,2;12;0;5;5,15;COc1ccc(CCN(CCCc2ccccc2)CCc2ccc3c(c2)OCO3)cc1OC;https://dx.doi.org/10.1039/C4MD00418C
CHEMBL373873;136650;None;0;Human;Binding;Ki;=;14,00;7,85;-5;4;Displacement of [3H]spiperone from human dopamine D2L receptor expressed in CHO cell membranes by radioligand competition binding assay;ChEMBL;500,2;9;1;6;4,27;Cc1c(C(=O)NCCCCN2CCN(c3cccc(Cl)c3Cl)CC2)nnn1Cc1ccccc1;https://dx.doi.org/10.1016/j.bmc.2015.07.050
CHEMBL373873;136650;None;0;Human;Binding;Ki;=;38,90;7,41;-5;4;Binding affinity to dopamine D2;ChEMBL;500,2;9;1;6;4,27;Cc1c(C(=O)NCCCCN2CCN(c3cccc(Cl)c3Cl)CC2)nnn1Cc1ccccc1;https://dx.doi.org/10.1021/jm0611152
