Common name,GPCRdb ID,Reference ligand,Vendors,Species,Assay Type,Activity Type,Activity Relation,Activity Value,p-value (-log),Fold selectivity,Tested GPCRs,Assay Description,Source,Mol weight,Rot Bonds,H don,H acc,LogP,Smiles,DOI,cell_line,expression_system,detection_tech,group_m1,DOI_clean,group_m2,group_m1_size
CHEMBL334989,115433,,0,Human,Binding,Ki,=,"364,00",6.44,-77,3,Binding affinity against cloned human dopamine receptor D2 expressed in Chinese hamster ovary (CHO) K-1 cells by displacement of [3H]spiperone.,ChEMBL,"283,2",9,1,2,"3,99",Cc1ccc(CCCNCCCOc2ccccc2)cc1,https://dx.doi.org/10.1021/jm970422s,cho,recombinant,radioligand_binding,human|binding|radioligand_binding|cho|recombinant,https://dx.doi.org/10.1021/jm970422s,human|binding|chembl|https://dx.doi.org/10.1021/jm970422s,790
CHEMBL335259,115574,,0,Human,Binding,Ki,=,"25,00",7.6,-,1,In vitro binding affinity at human cloned dopamine receptor D2 (long) stably expressed in CHO cells by [3H]spiperone displacement.,ChEMBL,"445,2",7,1,3,"5,17",Cc1cccc2c1C(=O)N(CCCCCN1CC=C(c3c[nH]c4ccc(F)cc34)CC1)C2=O,https://dx.doi.org/10.1016/s0960-894x(02)00996-4,cho,recombinant,radioligand_binding,human|binding|radioligand_binding|cho|recombinant,https://dx.doi.org/10.1016/s0960-894x(02)00996-4,human|binding|chembl|https://dx.doi.org/10.1016/s0960-894x(02)00996-4,790
CHEMBL3353894,115782,,0,Human,Binding,Ki,=,"64,00",7.19,-2,2,Displacement of of [125I]-IABN from human D2 long receptor expressed in HEK293 cell membranes after 60 mins by filtration binding assay,ChEMBL,"377,2",7,0,6,"3,03",COc1ccccc1N1CCN(CCCc2cn(-c3ccccc3)nn2)CC1,https://dx.doi.org/10.1016/j.bmcl.2014.12.023,hek293,expressed,radioligand_binding,human|binding|radioligand_binding|hek293|expressed,https://dx.doi.org/10.1016/j.bmcl.2014.12.023,human|binding|chembl|https://dx.doi.org/10.1016/j.bmcl.2014.12.023,1290
CHEMBL3353895,115783,,0,Human,Binding,Ki,=,"53,60",7.27,-8,3,Displacement of [3H]-N-methylspiperone from human dopamine D2 receptor expressed in HEK293 cell membranes after 1 hr by liquid scintillation counting analysis,ChEMBL,"391,2",8,0,6,"3,42",COc1ccccc1N1CCN(CCCCc2cn(-c3ccccc3)nn2)CC1,https://dx.doi.org/10.1016/j.bmc.2015.01.017,hek293,expressed,radioligand_binding,human|binding|radioligand_binding|hek293|expressed,https://dx.doi.org/10.1016/j.bmc.2015.01.017,human|binding|chembl|https://dx.doi.org/10.1016/j.bmc.2015.01.017,1290
CHEMBL3353895,115783,,0,Human,Binding,Ki,=,"30,90",7.51,-8,3,Displacement of of [125I]-IABN from human D2 long receptor expressed in HEK293 cell membranes after 60 mins by filtration binding assay,ChEMBL,"391,2",8,0,6,"3,42",COc1ccccc1N1CCN(CCCCc2cn(-c3ccccc3)nn2)CC1,https://dx.doi.org/10.1016/j.bmcl.2014.12.023,hek293,expressed,radioligand_binding,human|binding|radioligand_binding|hek293|expressed,https://dx.doi.org/10.1016/j.bmcl.2014.12.023,human|binding|chembl|https://dx.doi.org/10.1016/j.bmcl.2014.12.023,1290
CHEMBL3353896,115784,,0,Human,Binding,Ki,=,"19,40",7.71,-6,2,Displacement of of [125I]-IABN from human D2 long receptor expressed in HEK293 cell membranes after 60 mins by filtration binding assay,ChEMBL,"405,3",9,0,6,"3,81",COc1ccccc1N1CCN(CCCCCc2cn(-c3ccccc3)nn2)CC1,https://dx.doi.org/10.1016/j.bmcl.2014.12.023,hek293,expressed,radioligand_binding,human|binding|radioligand_binding|hek293|expressed,https://dx.doi.org/10.1016/j.bmcl.2014.12.023,human|binding|chembl|https://dx.doi.org/10.1016/j.bmcl.2014.12.023,1290
CHEMBL3353897,115785,,0,Human,Binding,Ki,=,"79,30",7.1,-2,2,Displacement of of [125I]-IABN from human D2 long receptor expressed in HEK293 cell membranes after 60 mins by filtration binding assay,ChEMBL,"428,2",7,0,7,"3,58",COc1ccccc1N1CCN(CCCc2cn(-c3cccc4cnccc34)nn2)CC1,https://dx.doi.org/10.1016/j.bmcl.2014.12.023,hek293,expressed,radioligand_binding,human|binding|radioligand_binding|hek293|expressed,https://dx.doi.org/10.1016/j.bmcl.2014.12.023,human|binding|chembl|https://dx.doi.org/10.1016/j.bmcl.2014.12.023,1290
CHEMBL3353898,115786,,0,Human,Binding,Ki,=,"42,30",7.37,-11,4,Displacement of of [125I]-IABN from human D2 long receptor expressed in HEK293 cell membranes after 60 mins by filtration binding assay,ChEMBL,"442,2",8,0,7,"3,97",COc1ccccc1N1CCN(CCCCc2cn(-c3cccc4cnccc34)nn2)CC1,https://dx.doi.org/10.1016/j.bmcl.2014.12.023,hek293,expressed,radioligand_binding,human|binding|radioligand_binding|hek293|expressed,https://dx.doi.org/10.1016/j.bmcl.2014.12.023,human|binding|chembl|https://dx.doi.org/10.1016/j.bmcl.2014.12.023,1290
CHEMBL3353899,115787,,0,Human,Binding,Ki,=,"17,70",7.75,-9,4,Displacement of of [125I]-IABN from human D2 long receptor expressed in HEK293 cell membranes after 60 mins by filtration binding assay,ChEMBL,"456,3",9,0,7,"4,36",COc1ccccc1N1CCN(CCCCCc2cn(-c3cccc4cnccc34)nn2)CC1,https://dx.doi.org/10.1016/j.bmcl.2014.12.023,hek293,expressed,radioligand_binding,human|binding|radioligand_binding|hek293|expressed,https://dx.doi.org/10.1016/j.bmcl.2014.12.023,human|binding|chembl|https://dx.doi.org/10.1016/j.bmcl.2014.12.023,1290
CHEMBL3353900,115788,,0,Human,Binding,Ki,=,"158,00",6.8,-21,4,Displacement of of [125I]-IABN from human D2 long receptor expressed in HEK293 cell membranes after 60 mins by filtration binding assay,ChEMBL,"459,2",8,0,7,"4,76",COc1ccccc1N1CCN(CCCc2cn(-c3ccc(-c4ccsc4)cc3)nn2)CC1,https://dx.doi.org/10.1016/j.bmcl.2014.12.023,hek293,expressed,radioligand_binding,human|binding|radioligand_binding|hek293|expressed,https://dx.doi.org/10.1016/j.bmcl.2014.12.023,human|binding|chembl|https://dx.doi.org/10.1016/j.bmcl.2014.12.023,1290
CHEMBL3353901,115789,,0,Human,Binding,Ki,=,"94,30",7.03,-72,4,Displacement of of [125I]-IABN from human D2 long receptor expressed in HEK293 cell membranes after 60 mins by filtration binding assay,ChEMBL,"473,2",9,0,7,"5,15",COc1ccccc1N1CCN(CCCCc2cn(-c3ccc(-c4ccsc4)cc3)nn2)CC1,https://dx.doi.org/10.1016/j.bmcl.2014.12.023,hek293,expressed,radioligand_binding,human|binding|radioligand_binding|hek293|expressed,https://dx.doi.org/10.1016/j.bmcl.2014.12.023,human|binding|chembl|https://dx.doi.org/10.1016/j.bmcl.2014.12.023,1290
CHEMBL3353902,115790,,0,Human,Binding,Ki,=,"109,00",6.96,-17,4,Displacement of of [125I]-IABN from human D2 long receptor expressed in HEK293 cell membranes after 60 mins by filtration binding assay,ChEMBL,"487,2",10,0,7,"5,54",COc1ccccc1N1CCN(CCCCCc2cn(-c3ccc(-c4ccsc4)cc3)nn2)CC1,https://dx.doi.org/10.1016/j.bmcl.2014.12.023,hek293,expressed,radioligand_binding,human|binding|radioligand_binding|hek293|expressed,https://dx.doi.org/10.1016/j.bmcl.2014.12.023,human|binding|chembl|https://dx.doi.org/10.1016/j.bmcl.2014.12.023,1290
CHEMBL3353903,115791,,0,Human,Binding,Ki,=,"73,50",7.13,-2,2,Displacement of of [125I]-IABN from human D2 long receptor expressed in HEK293 cell membranes after 60 mins by filtration binding assay,ChEMBL,"395,2",7,0,6,"3,17",COc1ccccc1N1CCN(CCCc2cn(-c3ccc(F)cc3)nn2)CC1,https://dx.doi.org/10.1016/j.bmcl.2014.12.023,hek293,expressed,radioligand_binding,human|binding|radioligand_binding|hek293|expressed,https://dx.doi.org/10.1016/j.bmcl.2014.12.023,human|binding|chembl|https://dx.doi.org/10.1016/j.bmcl.2014.12.023,1290
CHEMBL3353904,115792,,0,Human,Binding,Ki,=,"46,70",7.33,-7,2,Displacement of of [125I]-IABN from human D2 long receptor expressed in HEK293 cell membranes after 60 mins by filtration binding assay,ChEMBL,"409,2",8,0,6,"3,56",COc1ccccc1N1CCN(CCCCc2cn(-c3ccc(F)cc3)nn2)CC1,https://dx.doi.org/10.1016/j.bmcl.2014.12.023,hek293,expressed,radioligand_binding,human|binding|radioligand_binding|hek293|expressed,https://dx.doi.org/10.1016/j.bmcl.2014.12.023,human|binding|chembl|https://dx.doi.org/10.1016/j.bmcl.2014.12.023,1290
CHEMBL3353905,115793,,0,Human,Binding,Ki,=,"23,70",7.62,-7,2,Displacement of of [125I]-IABN from human D2 long receptor expressed in HEK293 cell membranes after 60 mins by filtration binding assay,ChEMBL,"423,2",9,0,6,"3,95",COc1ccccc1N1CCN(CCCCCc2cn(-c3ccc(F)cc3)nn2)CC1,https://dx.doi.org/10.1016/j.bmcl.2014.12.023,hek293,expressed,radioligand_binding,human|binding|radioligand_binding|hek293|expressed,https://dx.doi.org/10.1016/j.bmcl.2014.12.023,human|binding|chembl|https://dx.doi.org/10.1016/j.bmcl.2014.12.023,1290
CHEMBL3353906,115794,,0,Human,Binding,Ki,=,"272,00",6.57,-2,2,Displacement of of [125I]-IABN from human D2 long receptor expressed in HEK293 cell membranes after 60 mins by filtration binding assay,ChEMBL,"407,2",8,0,7,"3,04",COc1ccccc1N1CCN(CCCc2cn(-c3ccccc3OC)nn2)CC1,https://dx.doi.org/10.1016/j.bmcl.2014.12.023,hek293,expressed,radioligand_binding,human|binding|radioligand_binding|hek293|expressed,https://dx.doi.org/10.1016/j.bmcl.2014.12.023,human|binding|chembl|https://dx.doi.org/10.1016/j.bmcl.2014.12.023,1290
CHEMBL3353907,115795,,0,Human,Binding,Ki,=,"139,00",6.86,-5,2,Displacement of of [125I]-IABN from human D2 long receptor expressed in HEK293 cell membranes after 60 mins by filtration binding assay,ChEMBL,"421,2",9,0,7,"3,43",COc1ccccc1N1CCN(CCCCc2cn(-c3ccccc3OC)nn2)CC1,https://dx.doi.org/10.1016/j.bmcl.2014.12.023,hek293,expressed,radioligand_binding,human|binding|radioligand_binding|hek293|expressed,https://dx.doi.org/10.1016/j.bmcl.2014.12.023,human|binding|chembl|https://dx.doi.org/10.1016/j.bmcl.2014.12.023,1290
CHEMBL3353908,115796,,0,Human,Binding,Ki,=,"62,70",7.2,-3,2,Displacement of of [125I]-IABN from human D2 long receptor expressed in HEK293 cell membranes after 60 mins by filtration binding assay,ChEMBL,"435,3",10,0,7,"3,82",COc1ccccc1N1CCN(CCCCCc2cn(-c3ccccc3OC)nn2)CC1,https://dx.doi.org/10.1016/j.bmcl.2014.12.023,hek293,expressed,radioligand_binding,human|binding|radioligand_binding|hek293|expressed,https://dx.doi.org/10.1016/j.bmcl.2014.12.023,human|binding|chembl|https://dx.doi.org/10.1016/j.bmcl.2014.12.023,1290
CHEMBL3353909,115797,,0,Human,Binding,Ki,=,"162,00",6.79,-5,2,Displacement of of [125I]-IABN from human D2 long receptor expressed in HEK293 cell membranes after 60 mins by filtration binding assay,ChEMBL,"420,3",8,0,7,"3,10",COc1ccccc1N1CCN(CCCc2cn(-c3ccc(N(C)C)cc3)nn2)CC1,https://dx.doi.org/10.1016/j.bmcl.2014.12.023,hek293,expressed,radioligand_binding,human|binding|radioligand_binding|hek293|expressed,https://dx.doi.org/10.1016/j.bmcl.2014.12.023,human|binding|chembl|https://dx.doi.org/10.1016/j.bmcl.2014.12.023,1290
CHEMBL3353910,115798,,0,Human,Binding,Ki,=,"171,00",6.77,-18,4,Displacement of of [125I]-IABN from human D2 long receptor expressed in HEK293 cell membranes after 60 mins by filtration binding assay,ChEMBL,"434,3",9,0,7,"3,49",COc1ccccc1N1CCN(CCCCc2cn(-c3ccc(N(C)C)cc3)nn2)CC1,https://dx.doi.org/10.1016/j.bmcl.2014.12.023,hek293,expressed,radioligand_binding,human|binding|radioligand_binding|hek293|expressed,https://dx.doi.org/10.1016/j.bmcl.2014.12.023,human|binding|chembl|https://dx.doi.org/10.1016/j.bmcl.2014.12.023,1290
CHEMBL3353911,115799,,0,Human,Binding,Ki,=,"62,60",7.2,-9,2,Displacement of of [125I]-IABN from human D2 long receptor expressed in HEK293 cell membranes after 60 mins by filtration binding assay,ChEMBL,"448,3",10,0,7,"3,88",COc1ccccc1N1CCN(CCCCCc2cn(-c3ccc(N(C)C)cc3)nn2)CC1,https://dx.doi.org/10.1016/j.bmcl.2014.12.023,hek293,expressed,radioligand_binding,human|binding|radioligand_binding|hek293|expressed,https://dx.doi.org/10.1016/j.bmcl.2014.12.023,human|binding|chembl|https://dx.doi.org/10.1016/j.bmcl.2014.12.023,1290
CHEMBL3353912,115800,,0,Human,Binding,Ki,=,"44,10",7.36,-4,2,Displacement of of [125I]-IABN from human D2 long receptor expressed in HEK293 cell membranes after 60 mins by filtration binding assay,ChEMBL,"423,2",8,0,7,"3,75",COc1ccccc1N1CCN(CCCc2cn(-c3ccc(SC)cc3)nn2)CC1,https://dx.doi.org/10.1016/j.bmcl.2014.12.023,hek293,expressed,radioligand_binding,human|binding|radioligand_binding|hek293|expressed,https://dx.doi.org/10.1016/j.bmcl.2014.12.023,human|binding|chembl|https://dx.doi.org/10.1016/j.bmcl.2014.12.023,1290
CHEMBL3353913,115801,,0,Human,Binding,Ki,=,"37,70",7.42,-18,4,Displacement of of [125I]-IABN from human D2 long receptor expressed in HEK293 cell membranes after 60 mins by filtration binding assay,ChEMBL,"437,2",9,0,7,"4,14",COc1ccccc1N1CCN(CCCCc2cn(-c3ccc(SC)cc3)nn2)CC1,https://dx.doi.org/10.1016/j.bmcl.2014.12.023,hek293,expressed,radioligand_binding,human|binding|radioligand_binding|hek293|expressed,https://dx.doi.org/10.1016/j.bmcl.2014.12.023,human|binding|chembl|https://dx.doi.org/10.1016/j.bmcl.2014.12.023,1290
CHEMBL3353914,115802,,0,Human,Binding,Ki,=,"26,60",7.58,-11,4,Displacement of of [125I]-IABN from human D2 long receptor expressed in HEK293 cell membranes after 60 mins by filtration binding assay,ChEMBL,"451,2",10,0,7,"4,53",COc1ccccc1N1CCN(CCCCCc2cn(-c3ccc(SC)cc3)nn2)CC1,https://dx.doi.org/10.1016/j.bmcl.2014.12.023,hek293,expressed,radioligand_binding,human|binding|radioligand_binding|hek293|expressed,https://dx.doi.org/10.1016/j.bmcl.2014.12.023,human|binding|chembl|https://dx.doi.org/10.1016/j.bmcl.2014.12.023,1290
CHEMBL3353915,115803,,0,Human,Binding,Ki,=,"12,80",7.89,-1,2,Displacement of of [125I]-IABN from human D2 long receptor expressed in HEK293 cell membranes after 60 mins by filtration binding assay,ChEMBL,"393,2",7,1,7,"2,74",COc1ccccc1N1CCN(CCCc2cn(-c3ccccc3O)nn2)CC1,https://dx.doi.org/10.1016/j.bmcl.2014.12.023,hek293,expressed,radioligand_binding,human|binding|radioligand_binding|hek293|expressed,https://dx.doi.org/10.1016/j.bmcl.2014.12.023,human|binding|chembl|https://dx.doi.org/10.1016/j.bmcl.2014.12.023,1290
CHEMBL3353916,115804,,0,Human,Binding,Ki,=,"9,40",8.03,-3,2,Displacement of of [125I]-IABN from human D2 long receptor expressed in HEK293 cell membranes after 60 mins by filtration binding assay,ChEMBL,"407,2",8,1,7,"3,13",COc1ccccc1N1CCN(CCCCc2cn(-c3ccccc3O)nn2)CC1,https://dx.doi.org/10.1016/j.bmcl.2014.12.023,hek293,expressed,radioligand_binding,human|binding|radioligand_binding|hek293|expressed,https://dx.doi.org/10.1016/j.bmcl.2014.12.023,human|binding|chembl|https://dx.doi.org/10.1016/j.bmcl.2014.12.023,1290
CHEMBL335392,115805,,0,Human,Binding,Ki,=,"190,00",6.72,-15,3,Binding affinity was evaluated by calculating competition for [3H]spiperone binding on Dopamine receptor D2L of CHO K-1 cells.,ChEMBL,"219,2",3,1,2,"2,59",CCCN(C)C1CCc2ccc(O)cc2C1,https://dx.doi.org/10.1021/jm960345l,cho,unknown,radioligand_binding,human|binding|radioligand_binding|cho|unknown,https://dx.doi.org/10.1021/jm960345l,human|binding|chembl|https://dx.doi.org/10.1021/jm960345l,218
CHEMBL335392,115805,,0,Human,Binding,Ki,=,"0,67",9.17,-15,3,Binding affinity was evaluated by calculating competition for [3H]N-0437 binding on Dopamine receptor D2L of CHO K-1 cells,ChEMBL,"219,2",3,1,2,"2,59",CCCN(C)C1CCc2ccc(O)cc2C1,https://dx.doi.org/10.1021/jm960345l,cho,unknown,radioligand_binding,human|binding|radioligand_binding|cho|unknown,https://dx.doi.org/10.1021/jm960345l,human|binding|chembl|https://dx.doi.org/10.1021/jm960345l,218
CHEMBL335844,116259,,0,Human,Binding,Ki,=,"12,00",7.92,-,1,In vitro binding affinity at human cloned dopamine receptor D2 (long) stably expressed in CHO cells by [3H]spiperone displacement.,ChEMBL,"449,2",7,1,3,"5,00",O=C1c2cccc(F)c2C(=O)N1CCCCCN1CC=C(c2c[nH]c3ccc(F)cc23)CC1,https://dx.doi.org/10.1016/s0960-894x(02)00996-4,cho,recombinant,radioligand_binding,human|binding|radioligand_binding|cho|recombinant,https://dx.doi.org/10.1016/s0960-894x(02)00996-4,human|binding|chembl|https://dx.doi.org/10.1016/s0960-894x(02)00996-4,790
CHEMBL335971,116421,,1,Human,Binding,Ki,=,"58882,00",4.23,-42,2,Binding affinity was evaluated by calculating competition for [3H]spiperone binding on Dopamine receptor D2L of CHO K-1 cells.,ChEMBL,"219,2",4,1,2,"2,55",CCCN[C@@H]1CCc2ccc(OC)cc2C1,https://dx.doi.org/10.1021/jm960345l,cho,unknown,radioligand_binding,human|binding|radioligand_binding|cho|unknown,https://dx.doi.org/10.1021/jm960345l,human|binding|chembl|https://dx.doi.org/10.1021/jm960345l,218
CHEMBL336295,116610,,0,Human,Binding,Ki,=,"550,00",6.26,-23,3,Binding affinity was evaluated by calculating competition for [3H]spiperone binding on Dopamine receptor D2L of CHO K-1 cells.,ChEMBL,"329,2",7,0,3,"4,57",CCCN(CCc1cccs1)[C@@H]1CCc2ccc(OC)cc2C1,https://dx.doi.org/10.1021/jm960345l,cho,unknown,radioligand_binding,human|binding|radioligand_binding|cho|unknown,https://dx.doi.org/10.1021/jm960345l,human|binding|chembl|https://dx.doi.org/10.1021/jm960345l,218
CHEMBL336652,116658,,0,Human,Binding,Ki,=,"836,00",6.08,-85,3,Binding affinity was evaluated by calculating competition for [3H]spiperone binding on Dopamine receptor D2L of CHO K-1 cells.,ChEMBL,"205,1",3,2,2,"2,25",CCCNC1CCc2ccc(O)cc2C1,https://dx.doi.org/10.1021/jm960345l,cho,unknown,radioligand_binding,human|binding|radioligand_binding|cho|unknown,https://dx.doi.org/10.1021/jm960345l,human|binding|chembl|https://dx.doi.org/10.1021/jm960345l,218
CHEMBL336652,116658,,0,Human,Binding,Ki,=,"3,80",8.42,-85,3,Binding affinity was evaluated by calculating competition for [3H]N-0437 binding on Dopamine receptor D2L of CHO K-1 cells,ChEMBL,"205,1",3,2,2,"2,25",CCCNC1CCc2ccc(O)cc2C1,https://dx.doi.org/10.1021/jm960345l,cho,unknown,radioligand_binding,human|binding|radioligand_binding|cho|unknown,https://dx.doi.org/10.1021/jm960345l,human|binding|chembl|https://dx.doi.org/10.1021/jm960345l,218
CHEMBL336771,116677,,0,Human,Binding,Ki,=,"10,00",8.0,-,1,In vitro binding affinity at human cloned dopamine receptor D2 (long) stably expressed in CHO cells by [3H]spiperone displacement.,ChEMBL,"449,2",7,1,3,"5,00",O=C1c2ccc(F)cc2C(=O)N1CCCCCN1CC=C(c2c[nH]c3ccc(F)cc23)CC1,https://dx.doi.org/10.1016/s0960-894x(02)00996-4,cho,recombinant,radioligand_binding,human|binding|radioligand_binding|cho|recombinant,https://dx.doi.org/10.1016/s0960-894x(02)00996-4,human|binding|chembl|https://dx.doi.org/10.1016/s0960-894x(02)00996-4,790
CHEMBL336962,116701,,2,Human,Binding,Ki,=,"3206,00",5.49,-1,2,Binding affinity was evaluated by calculating competition for [3H]spiperone binding on Dopamine receptor D2L of CHO K-1 cells.,ChEMBL,"219,2",4,1,2,"2,55",CCCN[C@H]1CCc2ccc(OC)cc2C1,https://dx.doi.org/10.1021/jm960345l,cho,unknown,radioligand_binding,human|binding|radioligand_binding|cho|unknown,https://dx.doi.org/10.1021/jm960345l,human|binding|chembl|https://dx.doi.org/10.1021/jm960345l,218
CHEMBL337627,116827,,0,Human,Binding,Ki,=,"227,00",6.64,-162,3,Binding affinity against cloned human dopamine receptor D2 expressed in Chinese hamster ovary (CHO) K-1 cells by displacement of [3H]spiperone.,ChEMBL,"321,1",9,1,3,"4,49",Clc1ccc(OCCNCCCSc2ccccc2)cc1,https://dx.doi.org/10.1021/jm970422s,cho,recombinant,radioligand_binding,human|binding|radioligand_binding|cho|recombinant,https://dx.doi.org/10.1021/jm970422s,human|binding|chembl|https://dx.doi.org/10.1021/jm970422s,790
CHEMBL338270,116941,,0,Human,Binding,Ki,=,"25,00",7.6,-,1,In vitro binding affinity at human cloned dopamine receptor D2 (long) stably expressed in CHO cells by [3H]spiperone displacement.,ChEMBL,"459,2",9,1,3,"5,64",O=C1c2ccccc2C(=O)N1CCCCCCCN1CC=C(c2c[nH]c3ccc(F)cc23)CC1,https://dx.doi.org/10.1016/s0960-894x(02)00996-4,cho,recombinant,radioligand_binding,human|binding|radioligand_binding|cho|recombinant,https://dx.doi.org/10.1016/s0960-894x(02)00996-4,human|binding|chembl|https://dx.doi.org/10.1016/s0960-894x(02)00996-4,790
CHEMBL338606,117015,,0,Human,Binding,Ki,=,"27,00",7.57,-50,5,Displacement of [3H]spiperone from human dopamine D2long receptor expressed in CHO cells,ChEMBL,"411,2",9,1,4,"3,57",COc1ccccc1N1CCN(CCCCNC(=O)/C=C/c2ccc(F)cc2)CC1,https://dx.doi.org/10.1016/j.bmcl.2010.09.142,cho,expressed,radioligand_binding,human|binding|radioligand_binding|cho|expressed,https://dx.doi.org/10.1016/j.bmcl.2010.09.142,human|binding|chembl|https://dx.doi.org/10.1016/j.bmcl.2010.09.142,1873
CHEMBL338606,117015,,0,Human,Binding,Ki,=,"20,70",7.68,-50,5,Binding affinity for human dopamine receptor D2 by displacing [125I]iodosulpiride expressed in CHO cells,ChEMBL,"411,2",9,1,4,"3,57",COc1ccccc1N1CCN(CCCCNC(=O)/C=C/c2ccc(F)cc2)CC1,https://dx.doi.org/10.1021/jm030836n,cho,expressed,radioligand_binding,human|binding|radioligand_binding|cho|expressed,https://dx.doi.org/10.1021/jm030836n,human|binding|chembl|https://dx.doi.org/10.1021/jm030836n,1873
CHEMBL338606,117015,,0,Human,Binding,Ki,=,"21,00",7.68,-50,5,Displacement of [3H]spiperone from human dopamine D2short receptor expressed in CHO cells,ChEMBL,"411,2",9,1,4,"3,57",COc1ccccc1N1CCN(CCCCNC(=O)/C=C/c2ccc(F)cc2)CC1,https://dx.doi.org/10.1016/j.bmcl.2010.09.142,cho,expressed,radioligand_binding,human|binding|radioligand_binding|cho|expressed,https://dx.doi.org/10.1016/j.bmcl.2010.09.142,human|binding|chembl|https://dx.doi.org/10.1016/j.bmcl.2010.09.142,1873
CHEMBL338841,117068,,0,Human,Binding,Ki,=,"161,00",6.79,-134,2,Binding affinity for human dopamine receptor D2 by displacing [125I]iodosulpiride expressed in CHO cells,ChEMBL,"519,1",9,1,4,"4,03",COc1ccccc1N1CCN(CCCCNC(=O)/C=C/c2cccc(I)c2)CC1,https://dx.doi.org/10.1021/jm030836n,cho,expressed,radioligand_binding,human|binding|radioligand_binding|cho|expressed,https://dx.doi.org/10.1021/jm030836n,human|binding|chembl|https://dx.doi.org/10.1021/jm030836n,1873
CHEMBL339098,117110,,0,Human,Binding,Ki,=,"25,00",7.6,-,1,In vitro binding affinity at human cloned dopamine receptor D2 (long) stably expressed in CHO cells by [3H]spiperone displacement.,ChEMBL,"431,2",7,1,3,"4,86",O=C1c2cccc(F)c2C(=O)N1CCCCCN1CC=C(c2c[nH]c3ccccc23)CC1,https://dx.doi.org/10.1016/s0960-894x(02)00996-4,cho,recombinant,radioligand_binding,human|binding|radioligand_binding|cho|recombinant,https://dx.doi.org/10.1016/s0960-894x(02)00996-4,human|binding|chembl|https://dx.doi.org/10.1016/s0960-894x(02)00996-4,790
CHEMBL340220,117876,,0,Human,Binding,Ki,=,"20,00",7.7,-,1,In vitro binding affinity at human cloned dopamine receptor D2 (long) stably expressed in CHO cells by [3H]spiperone displacement.,ChEMBL,"445,2",7,1,3,"5,17",Cc1ccc2c(c1)C(=O)N(CCCCCN1CC=C(c3c[nH]c4ccc(F)cc34)CC1)C2=O,https://dx.doi.org/10.1016/s0960-894x(02)00996-4,cho,recombinant,radioligand_binding,human|binding|radioligand_binding|cho|recombinant,https://dx.doi.org/10.1016/s0960-894x(02)00996-4,human|binding|chembl|https://dx.doi.org/10.1016/s0960-894x(02)00996-4,790
CHEMBL340608,118149,,0,Human,Binding,Ki,=,"63,00",7.2,-83,2,Binding affinity for human dopamine receptor D2 by displacing [125I]iodosulpiride expressed in CHO cells,ChEMBL,"519,1",9,1,4,"4,03",COc1ccccc1N1CCN(CCCCNC(=O)/C=C/c2ccccc2I)CC1,https://dx.doi.org/10.1021/jm030836n,cho,expressed,radioligand_binding,human|binding|radioligand_binding|cho|expressed,https://dx.doi.org/10.1021/jm030836n,human|binding|chembl|https://dx.doi.org/10.1021/jm030836n,1873
CHEMBL340712,118169,,0,Human,Binding,Ki,=,"76,40",7.12,-151,2,Binding affinity for human dopamine receptor D2 by displacing [125I]iodosulpiride expressed in CHO cells,ChEMBL,"519,1",9,1,4,"4,03",COc1ccccc1N1CCN(CCCCNC(=O)/C=C/c2ccc(I)cc2)CC1,https://dx.doi.org/10.1021/jm030836n,cho,expressed,radioligand_binding,human|binding|radioligand_binding|cho|expressed,https://dx.doi.org/10.1021/jm030836n,human|binding|chembl|https://dx.doi.org/10.1021/jm030836n,1873
CHEMBL3407518,118177,,0,Human,Binding,Ki,=,"14,00",7.85,10,2,Displacement of [3H]N-methylspiperone from human recombinant dopamine D2 receptor expressed in CHOK1 cells incubated for 60 mins by scintillation counting method,ChEMBL,"557,2",9,1,6,"5,80",O=C1CCc2ccc(OCCCCN3CCC(c4cn(S(=O)(=O)c5ccccc5)c5ccccc45)CC3)cc2N1,https://dx.doi.org/10.1016/j.ejmech.2014.12.045,cho-k1,recombinant,radioligand_binding,human|binding|radioligand_binding|cho-k1|recombinant,https://dx.doi.org/10.1016/j.ejmech.2014.12.045,human|binding|chembl|https://dx.doi.org/10.1016/j.ejmech.2014.12.045,294
CHEMBL340851,118219,,0,Human,Binding,Ki,=,"32,00",7.5,-1,2,Binding affinity for human dopamine receptor D2 by displacing [125I]iodosulpiride expressed in CHO cells,ChEMBL,"499,3",12,1,5,"5,01",COc1ccccc1N1CCN(CCCCNC(=O)/C=C/c2ccc(OCc3ccccc3)cc2)CC1,https://dx.doi.org/10.1021/jm030836n,cho,expressed,radioligand_binding,human|binding|radioligand_binding|cho|expressed,https://dx.doi.org/10.1021/jm030836n,human|binding|chembl|https://dx.doi.org/10.1021/jm030836n,1873
