SMILES,Standardized_SMILES,LogS
CCCS[P](=O)(OCC)SCCC,CCCSP(=O)(OCC)SCCC,-2.5094
O=C1Nc2cncnc2N1,O=c1[nH]c2cncnc2[nH]1,-1.5141
CN(CC(O)=O)N=O,CN(CC(=O)O)N=O,0.9278
NC(=N)NC(=N)Nc1cccc2ccccc12,N=C(N)NC(=N)Nc1cccc2ccccc12,-2.3151
CCO[P](=O)(OCC)SCc1ccccc1,CCOP(=O)(OCC)SCc1ccccc1,-2.4155
Nc1c(cc(Nc2ccc(c(Nc3nc(Cl)nc(Cl)n3)c2)[S](O)(=O)=O)c4C(=O)c5ccccc5C(=O)c14)[S](O)(=O)=O,Nc1c(S(=O)(=O)O)cc(Nc2ccc(S(=O)(=O)O)c(Nc3nc(Cl)nc(Cl)n3)c2)c2c1C(=O)c1ccccc1C2=O,0.1956
CCCCNCC,CCCCNCC,-0.4405
CN1C(=O)N(C)c2nccnc2C1=O,Cn1c(=O)c2nccnc2n(C)c1=O,-1.4598
CC1(C)Cc2cccc(c2O1)[N+]([O-])=O,CC1(C)Cc2cccc([N+](=O)[O-])c2O1,-3.2068
CC(=O)N[C@@H](CSc1ccc(Cl)c(Cl)c1)C(O)=O,CC(=O)N[C@@H](CSc1ccc(Cl)c(Cl)c1)C(=O)O,-2.8868
CCOC(=O)c1cn2nc(O[P](=S)(OCC)OCC)cc2nc1C,CCOC(=O)c1cn2nc(OP(=S)(OCC)OCC)cc2nc1C,-4.9489
IC1=CNC(=O)C=C1,O=c1ccc(I)c[nH]1,-1.7423
NC(N)=NCCCCCCCCNCCCCCCCCN=C(N)N,NC(N)=NCCCCCCCCNCCCCCCCCN=C(N)N,0.3322
CCNc1nc(OC)nc(n1)N(CC)CC,CCNc1nc(OC)nc(N(CC)CC)n1,-2.9987
CCCCOC(=O)C(C)OC(=O)C(C)O,CCCCOC(=O)C(C)OC(=O)C(C)O,-1.3752
NC(=O)NCNC(N)=O,NC(=O)NCNC(N)=O,-0.6525
CCC(O)CN,CCC(O)CN,1.0499
ClC1=C(Cl)C2(Cl)C3CCC4C(CCC3C1(Cl)C2(Cl)Cl)C5(Cl)C(=C(Cl)C4(Cl)C5(Cl)Cl)Cl,ClC1=C(Cl)C2(Cl)C3CCC4C(CCC3C1(Cl)C2(Cl)Cl)C1(Cl)C(Cl)=C(Cl)C4(Cl)C1(Cl)Cl,-13.1719
CCO[P](=S)(OCC)Oc1cnc2ccccc2n1,CCOP(=S)(OCC)Oc1cnc2ccccc2n1,-4.1322
OC(=O)c1cc[n+]([O-])cc1,O=C(O)c1cc[n+]([O-])cc1,-1.102
CCCC1CCCNC1,CCCC1CCCNC1,-1.011
CC(CCl)O[P](=O)(OC(C)CCl)OC(C)CCl,CC(CCl)OP(=O)(OC(C)CCl)OC(C)CCl,-2.4361
CC(=O)OC1(CCC2C3C=C(Cl)C4=CC(=O)C=CC4(C)C3CCC12C)C(C)=O,CC(=O)OC1(C(C)=O)CCC2C3C=C(Cl)C4=CC(=O)C=CC4(C)C3CCC21C,-4.9453
OC[C@@H](NC(=O)CN=[N+]=[N-])[C@H](O)c1ccc(cc1)[N+]([O-])=O,[N-]=[N+]=NCC(=O)N[C@H](CO)[C@H](O)c1ccc([N+](=O)[O-])cc1,-1.1692
CCC(C)N,CCC(C)N,0.1851
OC(=O)\C=C\CBr,O=C(O)/C=C/CBr,-0.7403
CN1c2ccccc2Sc3ccc(CC(O)=O)cc13,CN1c2ccccc2Sc2ccc(CC(=O)O)cc21,-3.9422
C/C=C/CC1(C\C=C\C)C(=O)NC(=O)NC1=O,C/C=C/CC1(C/C=C/C)C(=O)NC(=O)NC1=O,-2.1973
Cc1oc(cc1C([O-])=O)[C@H](O)[C@H](O)[C@H](O)CO,Cc1oc([C@H](O)[C@H](O)[C@H](O)CO)cc1C(=O)[O-],-1.2774
CN(C)c1ncnc2nccnc12,CN(C)c1ncnc2nccnc12,-1.0216
CCOCCC(=O)OC,CCOCCC(=O)OC,-0.0719
CCCCOC(=O)CCOCC,CCCCOC(=O)CCOCC,-1.6391
CCCCCOC(=O)CCOCC,CCCCCOC(=O)CCOCC,-2.1956
CCCCCCOC(=O)CCOCC,CCCCCCOC(=O)CCOCC,-2.8289
CCCOCCC(=O)OC,CCCOCCC(=O)OC,-0.6334
CCCOCCC(=O)OCCC,CCCOCCC(=O)OCCC,-1.6848
CCCCOCCC(=O)OCCCC,CCCCOCCC(=O)OCCCC,-2.4029
C1COc2ccccc2OCCOCCOc3ccccc3OCCO1,c1ccc2c(c1)OCCOCCOc1ccccc1OCCOCCO2,-4.6935
COc1ccc(Oc2ccc(NC(=O)N(C)C)cc2)cc1,COc1ccc(Oc2ccc(NC(=O)N(C)C)cc2)cc1,-4.1558
FC(F)(F)c1nc2cc(Cl)c(Cl)cc2n1C(=O)Oc3ccccc3,O=C(Oc1ccccc1)n1c(C(F)(F)F)nc2cc(Cl)c(Cl)cc21,-4.4603
CC(C)C(N)C(=O)NCC(O)=O,CC(C)C(N)C(=O)NCC(=O)O,0.4579
CN(C)C(=O)c1cccc(c1)C(=O)N(C)C,CN(C)C(=O)c1cccc(C(=O)N(C)C)c1,0.487
OC(=O)CCC[Se][Se]CCCC(O)=O,O=C(O)CCC[Se][Se]CCCC(=O)O,-2.2471
CCOC(=O)COc1ccc(Cl)cc1,CCOC(=O)COc1ccc(Cl)cc1,-2.4206
COC(=O)C(Cl)Cc1ccc(Cl)cc1,COC(=O)C(Cl)Cc1ccc(Cl)cc1,-3.7655
Cc1ccccc1Oc2cccnn2,Cc1ccccc1Oc1cccnn1,-1.969
CN1C(=O)NN(C1=O)c2ccccc2,Cn1c(=O)[nH]n(-c2ccccc2)c1=O,-2.9804
NC(=O)c1ccccc1OCC=C,C=CCOc1ccccc1C(N)=O,-2.2273
CC(C)C1NC(=O)CNC1=O,CC(C)C1NC(=O)CNC1=O,-0.8926
CCCC(C)C(O)CC,CCCC(C)C(O)CC,-1.9636
CC1(C)CCC2(CCC(C)(C)O2)O1,CC1(C)CCC2(CCC(C)(C)O2)O1,-1.9644
Oc1ccccc1[S](=O)(=O)c2ccccc2O,O=S(=O)(c1ccccc1O)c1ccccc1O,-3.3192
[O-]C(=O)[C@H](Cc1ccccc1)[NH2+]CCC#N,N#CCC[NH2+][C@@H](Cc1ccccc1)C(=O)[O-],-1.4939
ClC(Cl)C(Cl)C(Cl)Cl,ClC(Cl)C(Cl)C(Cl)Cl,-2.7223
NC(Cc1cc(Cl)c(O)c(Cl)c1)C(O)=O,NC(Cc1cc(Cl)c(O)c(Cl)c1)C(=O)O,-1.7546
OC(=O)CC(O)(CC(O)=O)C(=O)Nc1ccccc1,O=C(O)CC(O)(CC(=O)O)C(=O)Nc1ccccc1,-0.4874
COC(=O)c1ccc(O)c(I)c1,COC(=O)c1ccc(O)c(I)c1,-3.3138
CCOC(=O)c1ccc(O)c(I)c1,CCOC(=O)c1ccc(O)c(I)c1,-3.4924
CCCOC(=O)c1ccc(O)c(I)c1,CCCOC(=O)c1ccc(O)c(I)c1,-3.6865
CCCCOC(=O)c1ccc(O)c(I)c1,CCCCOC(=O)c1ccc(O)c(I)c1,-3.9033
C[C@@H](Oc1ccc(Cl)cc1Cl)C(O)=O,C[C@@H](Oc1ccc(Cl)cc1Cl)C(=O)O,-2.6003
CNC(=O)O\N=C1/[C@@H](Cl)C2C[C@H](C#N)C1C2,CNC(=O)O/N=C1/C2CC(C[C@@H]2C#N)[C@@H]1Cl,-2.0822
CCN(CC)C(=O)C(C)Oc1cccc2ccccc12,CCN(CC)C(=O)C(C)Oc1cccc2ccccc12,-3.5702
Ic1ccccc1C(=O)Nc2ccccc2,O=C(Nc1ccccc1)c1ccccc1I,-4.2084
OCc1c2OCOc2ccc1[N+]([O-])=O,O=[N+]([O-])c1ccc2c(c1CO)OCO2,-3.0643
[O-][N+](=O)c1ccc(Oc2ccc(cc2[N+]([O-])=O)C(F)(F)F)cc1,O=[N+]([O-])c1ccc(Oc2ccc(C(F)(F)F)cc2[N+](=O)[O-])cc1,-5.2151
CN[S]#CNCO,CNS#CNCO,-0.0798
CC(OC(C)=O)C#N,CC(=O)OC(C)C#N,0.2475
N.N.[Cl-].[Cl-].[Pt++],N.N.[Cl-].[Cl-].[Pt+2],-2.0741
O=C1Nc2ccccc2NC1=O,O=c1[nH]c2ccccc2[nH]c1=O,-2.812
CCCCC(C)(C)CCC,CCCCC(C)(C)CCC,-4.8108
OC(=O)CSSSSCC(O)=O,O=C(O)CSSSSCC(=O)O,-1.452
CCCCOCCOC(N)=O,CCCCOCCOC(N)=O,-0.5084
OCc1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl,OCc1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl,-5.1467
OC(=O)CC(Cl)C(O)=O,O=C(O)CC(Cl)C(=O)O,0.0767
CCNC(=O)[C@H](C)OC(=O)Nc1ccccc1,CCNC(=O)[C@H](C)OC(=O)Nc1ccccc1,-1.8293
CCCCCC[P](=O)(OCC)OCC,CCCCCCP(=O)(OCC)OCC,-2.5687
Oc1cc2ccccc2cc1C3=NCCN3,Oc1cc2ccccc2cc1C1=NCCN1,-3.3015
Cc1ccc(O)c(I)c1,Cc1ccc(O)c(I)c1,-2.4662
CC(=O)Oc1ccccc1\C=C\C(O)=O,CC(=O)Oc1ccccc1/C=C/C(=O)O,-3.1559
CCOC(=O)c1ccc(O)c(Cl)c1,CCOC(=O)c1ccc(O)c(Cl)c1,-3.2232
CC(C)C[C@H](N)C(=O)N[C@@H](CCC(O)=O)C(O)=O,CC(C)C[C@H](N)C(=O)N[C@@H](CCC(=O)O)C(=O)O,-0.8969
CCCC(=O)N(C)N=O,CCCC(=O)N(C)N=O,-1.5347
C[C@@H](Oc1ccc(Cl)cc1C)C(O)=O,Cc1cc(Cl)ccc1O[C@H](C)C(=O)O,-2.3972
NC(=O)C(Cl)=C,C=C(Cl)C(N)=O,-0.2104
C=COC1CC1,C=COC1CC1,-1.1001
CC1(CCN2CCCCC2)NC(=O)NC1=O,CC1(CCN2CCCCC2)NC(=O)NC1=O,-0.8213
CC(=O)O[C@H]1[C@H](O[C@@H]2OC(C)(C)O[C@H]12)[C@H]3COC(C)(C)O3,CC(=O)O[C@@H]1[C@H]2OC(C)(C)O[C@H]2O[C@@H]1[C@H]1COC(C)(C)O1,-1.5229
NNC(=O)c1sccn1,NNC(=O)c1nccs1,-0.6787
CNC(=O)O\N=C(/C)SC,CNC(=O)O/N=C(\C)SC,-0.4466
COc1cc(Cl)c(Cl)c(Cl)c1OC,COc1cc(Cl)c(Cl)c(Cl)c1OC,-4.3701
COc1cc(Cl)ccc1O,COc1cc(Cl)ccc1O,-1.5013
Nc1ccc(cc1)[S](=O)(=O)Nc2scnn2,Nc1ccc(S(=O)(=O)Nc2nncs2)cc1,-2.8684
CCOC(=O)CC1(C)CCC(=O)O1,CCOC(=O)CC1(C)CCC(=O)O1,-0.7472
CCC(C(C(O)=O)c1ccccc1)C(O)=O,CCC(C(=O)O)C(C(=O)O)c1ccccc1,-2.3256
ON(c1ccccc1)C(=O)c2ccc(Cl)cc2Cl,O=C(c1ccc(Cl)cc1Cl)N(O)c1ccccc1,-3.6723
CSc1ncc2nccnc2n1,CSc1ncc2nccnc2n1,-1.7561
CC(C)C1(Br)C(=O)NC(=O)NC1=O,CC(C)C1(Br)C(=O)NC(=O)NC1=O,-2.2088
N[S](=O)(=O)c1ccc(cc1)[S](N)(=O)=O,NS(=O)(=O)c1ccc(S(N)(=O)=O)cc1,-2.5283
CCCCC1(CCCC)C(=O)NC(=O)NC1=O,CCCCC1(CCCC)C(=O)NC(=O)NC1=O,-2.8756
Oc1cccc2ccnnc12,Oc1cccc2ccnnc12,-2.4089
Cc1cnnc2c(O)cccc12,Cc1cnnc2c(O)cccc12,-2.6783
Oc1cccc2nccnc12,Oc1cccc2nccnc12,-1.3468
Oc1cncc2cccnc12,Oc1cncc2cccnc12,-1.6576
NC(=O)NCC(=O)NCC(=O)NCC(O)=O,NC(=O)NCC(=O)NCC(=O)NCC(=O)O,-1.3505
CCNC(CC)C(O)=O,CCNC(CC)C(=O)O,-0.4189
O[C@H](C(O)=O)c1ccccc1,O=C(O)[C@@H](O)c1ccccc1,0.1592
NC(=O)NCC(=O)NCC(O)=O,NC(=O)NCC(=O)NCC(=O)O,-0.8996
CC(C)OC(C)(C)C,CC(C)OC(C)(C)C,-2.3662
N[C@@H](Cc1cc(c(O)c(c1)[N+]([O-])=O)[N+]([O-])=O)C(O)=O,N[C@@H](Cc1cc([N+](=O)[O-])c(O)c([N+](=O)[O-])c1)C(=O)O,-1.5125
CC(C)=NNC(=O)Nc1ccc(cc1)[N+]([O-])=O,CC(C)=NNC(=O)Nc1ccc([N+](=O)[O-])cc1,-3.5952
COc1c(cc(cc1C(O)=O)C(O)=O)C(O)=O,COc1c(C(=O)O)cc(C(=O)O)cc1C(=O)O,-1.5354
CCC1OC(=O)c2ccccc12,CCC1OC(=O)c2ccccc21,-1.747
CC1Nc2cc(Cl)c(cc2C(=O)N1c3ccccc3C)[S](N)(=O)=O,Cc1ccccc1N1C(=O)c2cc(S(N)(=O)=O)c(Cl)cc2NC1C,-3.783
Cc1nnc(N)nc1C,Cc1nnc(N)nc1C,-1.0939
CN(C)C(CS[S](=O)(=O)c1ccccc1)CS[S](=O)(=O)c2ccccc2,CN(C)C(CSS(=O)(=O)c1ccccc1)CSS(=O)(=O)c1ccccc1,-5.76
CCC(CC#N)C#N,CCC(C#N)CC#N,-0.6916
CC1OC(CCC1OC2OC(C)C(C(O)C2O)N(C)C)N3C=CC(=NC3=O)NC(=O)c4ccc(NC(=O)C(C)(N)CO)cc4,CC1OC(n2ccc(NC(=O)c3ccc(NC(=O)C(C)(N)CO)cc3)nc2=O)CCC1OC1OC(C)C(N(C)C)C(O)C1O,-2.4904
OCCOC(=O)c1ccccc1C(O)=O,O=C(O)c1ccccc1C(=O)OCCO,-1.4825
Nc1cc(c(O)c(c1)[N+]([O-])=O)[N+]([O-])=O,Nc1cc([N+](=O)[O-])c(O)c([N+](=O)[O-])c1,-2.3853
OC(=O)Cc1sc(nc1c2ccc(Cl)cc2)c3ccccc3,O=C(O)Cc1sc(-c2ccccc2)nc1-c1ccc(Cl)cc1,-4.9644
C=CCCCN=C=S,C=CCCCN=C=S,-2.9004
Oc1cc(ccc1[N+]([O-])=O)c2ccccc2,O=[N+]([O-])c1ccc(-c2ccccc2)cc1O,-3.8557
COc1c(C)c(C=O)ccc1O,COc1c(O)ccc(C=O)c1C,-1.3755
CC(C)OC(=O)c1ccc(N)cc1,CC(C)OC(=O)c1ccc(N)cc1,-2.6099
C[Si](C)(C)CCCN,C[Si](C)(C)CCCN,-1.9509
NNC(=N)N[N+]([O-])=O,N=C(NN)N[N+](=O)[O-],-1.6458
OCc1ccc(I)cc1,OCc1ccc(I)cc1,-2.7460000000000004
CC1CCCC(=NO)C1=NO,CC1CCCC(=NO)C1=NO,-1.5916
CC1CCC(=C(C1)NO)N=O,CC1CCC(N=O)=C(NO)C1,-1.6622
CC(C)C1CCC(=NO)C(C1)=NO,CC(C)C1CCC(=NO)C(=NO)C1,-2.3903
C[C@H](NC(N)=O)C([O-])=O,C[C@H](NC(N)=O)C(=O)[O-],-0.9656
Cc1cccc2c3cc4ccccc4cc3cc(C)c12,Cc1cccc2c1c(C)cc1cc3ccccc3cc12,-7.9743
ON=C1CCCCCCCCC1=NO,ON=C1CCCCCCCCC1=NO,-2.5813
COC(=O)C1=CO[C@@H](O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H]3[C@@H](C)[C@@H](O)C[C@H]13,COC(=O)C1=CO[C@@H](O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H]2[C@@H](C)[C@@H](O)C[C@H]12,-0.5911
CCS[S](=O)CC,CCS[S+]([O-])CC,-0.0993
CC(C)(C)NCC(O)c1ccc(O)c(CO)c1,CC(C)(C)NCC(O)c1ccc(O)c(CO)c1,-1.2298
COC1CCCC(C)O1,COC1CCCC(C)O1,-0.5921
CC1(C)OC2(C)CCC1CC2=O,CC12CCC(CC1=O)C(C)(C)O2,-0.9249
CNC(=O)N(C)c1sc2ccccc2n1,CNC(=O)N(C)c1nc2ccccc2s1,-3.5741
CCCCC(O)C(C)C,CCCCC(O)C(C)C,-1.8122
CCC(C)CC(O)CC,CCC(C)CC(O)CC,-1.8602
CCC(O)CCC(C)C,CCC(O)CCC(C)C,-1.9272
OC(=O)C1CCC([Se]1)C(O)=O,O=C(O)C1CCC(C(=O)O)[Se]1,-0.545
CCO[P](=S)(OCC)Oc1cc(on1)c2ccccc2,CCOP(=S)(OCC)Oc1cc(-c2ccccc2)on1,-5.2172
CC(C)CC(=O)Oc1ccc(cc1)[N+]([O-])=O,CC(C)CC(=O)Oc1ccc([N+](=O)[O-])cc1,-4.3945
OCc1ccccc1Br,OCc1ccccc1Br,-2.158
CC(=O)Nc1ccc(cc1)[S](=O)(=O)Nc2ccccn2,CC(=O)Nc1ccc(S(=O)(=O)Nc2ccccn2)cc1,-3.7162
CCc1nc2nc(N)nc(N)c2nc1CC,CCc1nc2nc(N)nc(N)c2nc1CC,-3.2671
CNc1ncc2nccnc2n1,CNc1ncc2nccnc2n1,-1.7124
COc1cc(NC(=O)c2cccnc2)c3ncccc3c1,COc1cc(NC(=O)c2cccnc2)c2ncccc2c1,-4.4461
N[C@@H]([C@H](O)[C@@H](O)COC(N)=O)C(=O)N[C@@H]([C@H]1O[C@H](C(O)C1O)N2C=C(CO)C(=O)NC2=O)C(O)=O,NC(=O)OC[C@H](O)[C@@H](O)[C@H](N)C(=O)N[C@H](C(=O)O)[C@H]1O[C@@H](n2cc(CO)c(=O)[nH]c2=O)C(O)C1O,0.2946
COc1cc(C=O)cc(Cl)c1O,COc1cc(C=O)cc(Cl)c1O,-2.8747
Brc1ccc2COC(=O)c2c1,O=C1OCc2ccc(Br)cc21,-2.6472
CCC(C)C(O)C(C)CC,CCC(C)C(O)C(C)CC,-2.5108
Oc1c(Cl)cc(Cl)cc1Cc2ccccc2,Oc1c(Cl)cc(Cl)cc1Cc1ccccc1,-4.6399
Clc1ccc2COC(=O)c2c1,O=C1OCc2ccc(Cl)cc21,-2.4817
CCOc1ccc(C(O)=O)c2ccccc12,CCOc1ccc(C(=O)O)c2ccccc12,-4.1122
CCC(C)(O)C(O)c1ccccc1,CCC(C)(O)C(O)c1ccccc1,-1.7244
CC(C)C[C@@H](NC(C)=O)C(O)=O,CC(=O)N[C@H](CC(C)C)C(=O)O,-1.3301
COC[C@H](N)C(O)=O,COC[C@H](N)C(=O)O,0.6524
BrC1=CN=CNC1=O,O=c1[nH]cncc1Br,-0.4471
OC1=C(C#N)C(=O)C=C(Cl)N1,N#Cc1c(O)[nH]c(Cl)cc1=O,-1.2319
CC(CO)C(=O)O[C@H]1CC(=C/CCC(=C/[C@H]2OC(=O)C(=C)[C@H]12)/CO)/C,C=C1C(=O)O[C@@H]2/C=C(\CO)CC/C=C(\C)C[C@H](OC(=O)C(C)CO)[C@@H]12,-2.2436
CCNC(C)C,CCNC(C)C,1.0597
Clc1c(Cl)c(Cl)c2ccccc2c1Cl,Clc1c(Cl)c(Cl)c2ccccc2c1Cl,-7.7954
CCCCCCCCCCCCOC(=O)c1ccc(N)cc1,CCCCCCCCCCCCOC(=O)c1ccc(N)cc1,-7.8
CCCCCN(N=Cc1oc(cc1)[N+]([O-])=O)C(N)=O,CCCCCN(N=Cc1ccc([N+](=O)[O-])o1)C(N)=O,-2.8971
ClC(Cl)(Cl)CC(=C)c1ccccc1,C=C(CC(Cl)(Cl)Cl)c1ccccc1,-4.2822
COc1ccc2n(c(C)c(CC(O)=O)c2c1)C(=O)\C=C\c3ccccc3,COc1ccc2c(c1)c(CC(=O)O)c(C)n2C(=O)/C=C/c1ccccc1,-5.5433
CCCCCO[P](=O)(OCC)OCC,CCCCCOP(=O)(OCC)OCC,-1.4757
CC(O)C(C)(C)C,CC(O)C(C)(C)C,-0.6238
CCCCCC(O)CC,CCCCCC(O)CC,-2.0171
CC[S](=O)(=O)CCS[P](=S)(OC)OC,CCS(=O)(=O)CCSP(=S)(OC)OC,-2.5415
COCC(C)OCC(C)OCC(C)O,COCC(C)OCC(C)OCC(C)O,0.6855
CCCOc1ccc(NC(C)=O)cc1,CCCOc1ccc(NC(C)=O)cc1,-3.0557
CC1(C)C2CCC1(C)C(=O)C2CO,CC12CCC(C(CO)C1=O)C2(C)C,-0.215
CN(C(N)=O)c1ccccc1C,Cc1ccccc1N(C)C(N)=O,-0.4032
CCCCCCO[N+]([O-])=O,CCCCCCO[N+](=O)[O-],-3.1265
CCN(C(N)=O)c1ccccc1C,CCN(C(N)=O)c1ccccc1C,-0.2096
OC(=O)CC1=CNC(=O)NC1=O,O=C(O)Cc1c[nH]c(=O)[nH]c1=O,-1.6287
CCCC(O)(CCC)C(O)c1ccccc1,CCCC(O)(CCC)C(O)c1ccccc1,-2.648
CCCCC(O)(CCCC)C(O)c1ccccc1,CCCCC(O)(CCCC)C(O)c1ccccc1,-3.2225
Cc1cc(C)c(C)c(C)n1,Cc1cc(C)c(C)c(C)n1,-1.3069
C[C@H]1O[C@H](C[C@H](O)[C@@H]1O)O[C@H]2[C@@H](O)C[C@@H](O[C@@H]2C)O[C@H]3[C@@H](O)C[C@@H](O[C@@H]3C)O[C@H]4CC[C@@]5(C)[C@H](CC[C@@H]6[C@@H]5C[C@@H](O)[C@]7(C)[C@H](CC[C@]67O)C8=CC(=O)OC8)C4,C[C@H]1O[C@@H](O[C@H]2[C@@H](O)C[C@H](O[C@H]3[C@@H](O)C[C@H](O[C@H]4CC[C@@]5(C)[C@H](CC[C@@H]6[C@@H]5C[C@@H](O)[C@]5(C)[C@@H](C7=CC(=O)OC7)CC[C@]65O)C4)O[C@@H]3C)O[C@@H]2C)C[C@H](O)[C@@H]1O,-4.0811
Clc1ccc(NC(NC=O)C(Cl)(Cl)Cl)cc1Cl,O=CNC(Nc1ccc(Cl)c(Cl)c1)C(Cl)(Cl)Cl,-3.3228
S=C1NSC(=S)N1,S=c1[nH]sc(=S)[nH]1,-1.7618
CC1CC(C)(C)c2cc(C(C)=O)c(C)cc2C1(C)C,CC(=O)c1cc2c(cc1C)C(C)(C)C(C)CC2(C)C,-5.3154
OC(=O)c1cccc(C(O)=O)c1[N+]([O-])=O,O=C(O)c1cccc(C(=O)O)c1[N+](=O)[O-],-1.9901
CC(C#C)N(C(=O)CCl)c1ccccc1,C#CC(C)N(C(=O)CCl)c1ccccc1,-2.6468
CC(Cl)C(C)(C)O,CC(Cl)C(C)(C)O,-0.2926
Oc1cc(c2ccccc2)c(cc1[N+]([O-])=O)[N+]([O-])=O,O=[N+]([O-])c1cc([N+](=O)[O-])c(-c2ccccc2)cc1O,-4.4611
CCO[P](=O)(OCC)N=C1SCS1,CCOP(=O)(N=C1SCS1)OCC,-0.6835
N#CSCSc1sc2ccccc2n1,N#CSCSc1nc2ccccc2s1,-3.2803
CCCC(O)CC(C)C,CCCC(O)CC(C)C,-1.9079
[O-]C(=O)c1cc(Br)ccc1Cl,O=C([O-])c1cc(Br)ccc1Cl,-1.952
CN1C(=O)COc2ccccc12,CN1C(=O)COc2ccccc21,-2.1445
CC(=O)OC(c1ccc(Cl)c(Cl)c1)C(Cl)(Cl)Cl,CC(=O)OC(c1ccc(Cl)c(Cl)c1)C(Cl)(Cl)Cl,-3.8279
CCC(O)CNCC(O)CC,CCC(O)CNCC(O)CC,0.7925
CCCC(C)O[N+]([O-])=O,CCCC(C)O[N+](=O)[O-],-2.4809
[Cl-].C[NH+](C)C(CSC(N)=O)CSC(N)=O,C[NH+](C)C(CSC(N)=O)CSC(N)=O.[Cl-],-0.1364
Cc1snnc1C(O)=O,Cc1snnc1C(=O)O,-0.4598
CC(O)C(O)c1cnc2NC(=NC(=O)c2n1)N,CC(O)C(O)c1cnc2[nH]c(N)nc(=O)c2n1,-2.5301
CCOC(=O)C(C)N(C(=O)c1ccccc1)c2ccc(Cl)c(Cl)c2,CCOC(=O)C(C)N(C(=O)c1ccccc1)c1ccc(Cl)c(Cl)c1,-4.2627
CO[P](=O)(OC)OC(=C/Cl)/c1cc(Cl)c(Cl)cc1Cl,COP(=O)(OC)O/C(=C/Cl)c1cc(Cl)c(Cl)cc1Cl,-4.5221
CCOc1ccc(NC(=O)CO)cc1,CCOc1ccc(NC(=O)CO)cc1,-2.1058
OC(=O)C(c1ccccc1C(O)=O)c2ccccc2C(O)=O,O=C(O)c1ccccc1C(C(=O)O)c1ccccc1C(=O)O,-2.4998
C[S](=O)(=O)N(SC(Cl)(Cl)C(F)(Cl)Cl)c1ccccc1,CS(=O)(=O)N(SC(Cl)(Cl)C(F)(Cl)Cl)c1ccccc1,-5.1485
OC(=O)CC(=O)c1ccccc1[N+]([O-])=O,O=C(O)CC(=O)c1ccccc1[N+](=O)[O-],-1.8434
CNC(=O)Oc1cccc2OC(C)(C)Oc12,CNC(=O)Oc1cccc2c1OC(C)(C)O2,-2.9338
COc1ccc(C[C@@H]2NC[C@@H](O)[C@@H]2OC(C)=O)cc1,COc1ccc(C[C@@H]2NC[C@@H](O)[C@@H]2OC(C)=O)cc1,-1.6075
[Na+].[O-]C(=O)C(F)(F)C(F)F,O=C([O-])C(F)(F)C(F)F.[Na+],-0.8829
CCNc1nc(NC(C)C(C)C)nc(SC)n1,CCNc1nc(NC(C)C(C)C)nc(SC)n1,-3.7082
CC(C)Nc1nc(Cl)nc(NC2CC2)n1,CC(C)Nc1nc(Cl)nc(NC2CC2)n1,-3.5185
CC(C)=C[C@H]1[C@H](C(=O)OC2CC(=O)C(=C2C)CC#C)C1(C)C,C#CCC1=C(C)C(OC(=O)[C@H]2[C@H](C=C(C)C)C2(C)C)CC1=O,-4.5746
CCn1cnc2N(C)C(=O)N(C)C(=O)c12,CCn1cnc2c1c(=O)n(C)c(=O)n2C,-0.7544
CN(C)C(=O)Oc1nc(nc(C)c1C)N(C)C,Cc1nc(N(C)C)nc(OC(=O)N(C)C)c1C,-1.9457
CNC(=O)O\N=C(SC)\C(=O)N(C)C,CNC(=O)O/N=C(\SC)C(=O)N(C)C,0.1062
CN1C(=O)N(C)c2ncn(CCCO)c2C1=O,Cn1c(=O)c2c(ncn2CCCO)n(C)c1=O,-0.1551
[H+].[Cl-].CNC(=O)Oc1cccc(c1)N=CN(C)C,CNC(=O)Oc1cccc(N=CN(C)C)c1.[Cl-].[H+],0.5037
CCO[P](=S)(OCC)Oc1cc(C)nc(n1)N(CC)CC,CCOP(=S)(OCC)Oc1cc(C)nc(N(CC)CC)n1,-4.9242
CO[P](=O)(OC)OC1=C(Cl)C2C=CCC12,COP(=O)(OC)OC1=C(Cl)C2C=CCC12,-2.0011
COC(=O)NC(=S)Nc1ccccc1NC(=S)NC(=O)OC,COC(=O)NC(=S)Nc1ccccc1NC(=S)NC(=O)OC,-4.1097
CC(C)(CCC(C)(C)CC(O)=O)CC(O)=O,CC(C)(CCC(C)(C)CC(=O)O)CC(=O)O,-3.1319
CCCCCCOC(=O)c1cccnc1,CCCCCCOC(=O)c1cccnc1,-2.6538
O[P](O)(=O)CN(CCCCCCN(C[P](O)(O)=O)C[P](O)(O)=O)C[P](O)(O)=O,O=P(O)(O)CN(CCCCCCN(CP(=O)(O)O)CP(=O)(O)O)CP(=O)(O)O,-1.5161
CN(C)c1[nH]c2cncnc2n1,CN(C)c1nc2ncncc2[nH]1,-1.3885
Cc1ncc2nc(C)c(C)nc2n1,Cc1ncc2nc(C)c(C)nc2n1,-1.1442
