Unnamed: 0,SMILES,LogS,Standardized_SMILES
5421,OCCCOC(=O)c1ccccc1,-1.2558,O=C(OCCCO)c1ccccc1
5422,CNC(=O)Oc1ccccc1C2OCCO2,-1.5706,CNC(=O)Oc1ccccc1C1OCCO1
5423,Clc1ccc(Oc2ccccc2)cc1,-4.7925,Clc1ccc(Oc2ccccc2)cc1
5424,CC(C)c1ccccc1Br,-4.1898,CC(C)c1ccccc1Br
5425,CCCC[P](=O)(CCCC)OCC,-1.2005,CCCCP(=O)(CCCC)OCC
5426,Cc1cc(O)c(cc1Cl)[N+]([O-])=O,-4.3901,Cc1cc(O)c([N+](=O)[O-])cc1Cl
5427,COc1cc(cc(Cl)n1)C(Cl)(Cl)Cl,-4.3635,COc1cc(C(Cl)(Cl)Cl)cc(Cl)n1
5428,CCOc1ccc(cc1)N(C(C)=O)C(C)=O,-1.947,CCOc1ccc(N(C(C)=O)C(C)=O)cc1
5429,CCCCO[P](=O)(OCC)OCCCC,-1.8456,CCCCOP(=O)(OCC)OCCCC
5430,CCCCO[P](=O)(OC)OCCCC,-1.4995,CCCCOP(=O)(OC)OCCCC
5431,OC(=O)c1cccc2ncccc12,-2.6774,O=C(O)c1cccc2ncccc12
5432,COC(=O)c1cc(Cl)cc(N)c1Cl,-3.2634,COC(=O)c1cc(Cl)cc(N)c1Cl
5433,CCC(C)(O)C(C)(C)C,-1.2708,CCC(C)(O)C(C)(C)C
5434,CN(C)C(=O)CCC(=O)N(C)C,0.5035,CN(C)C(=O)CCC(=O)N(C)C
5435,OC(=O)CC[Se][Se]CCC(O)=O,-2.2681,O=C(O)CC[Se][Se]CCC(=O)O
5436,OCN1CC(=O)N(CO)CC1=O,-0.4168,O=C1CN(CO)C(=O)CN1CO
5437,CC(C)C1C(=O)NC(=O)NC1=O,-1.4556,CC(C)C1C(=O)NC(=O)NC1=O
5438,O=[P](Oc1ccccc1)(Oc2ccccc2)N3CCOCC3,-2.1425,O=P(Oc1ccccc1)(Oc1ccccc1)N1CCOCC1
5439,CN(N=O)C(C)=O,-0.7684,CC(=O)N(C)N=O
5440,ClC1(Cl)C2(Cl)C3C(CC4C3C1(Cl)C5(Cl)C4C25Cl)C=O,-7.2006,O=CC1CC2C3C1C1(Cl)C(Cl)(Cl)C3(Cl)C3(Cl)C2C13Cl
5441,O=[S]=O,0.2235,O=S=O
5442,CCNc1c(cc(cc1[N+]([O-])=O)[N+]([O-])=O)[N+]([O-])=O,-3.4085,CCNc1c([N+](=O)[O-])cc([N+](=O)[O-])cc1[N+](=O)[O-]
5443,Nc1sc2cccc(O)c2n1,-1.9196,Nc1nc2c(O)cccc2s1
5444,CC1(CCOC1=O)C(O)=O,0.8412,CC1(C(=O)O)CCOC1=O
5445,OC(=O)c1ccc2C(=O)c3ccccc3C(=O)c2c1C(O)=O,-2.8141,O=C(O)c1ccc2c(c1C(=O)O)C(=O)c1ccccc1C2=O
5446,NC1=NC(=O)N(C=C1)[C@H]2CC[C@@H](CO)O2,-0.4416,Nc1ccn([C@H]2CC[C@@H](CO)O2)c(=O)n1
5447,COC1(C)COC(C)(CO1)OC,-1.246,COC1(C)COC(C)(OC)CO1
5448,COc1cc(\C=C\C)ccc1OCC([O-])=O,-1.5826,C/C=C/c1ccc(OCC(=O)[O-])c(OC)c1
5449,O=C1CCCCCCCCCCCCN1,-2.6260000000000003,O=C1CCCCCCCCCCCCN1
5450,OCc1cc(Cl)c(Cl)c(Cl)c1,-3.0948,OCc1cc(Cl)c(Cl)c(Cl)c1
5451,II,-2.886,II
5452,Oc1cccc2cncnc12,-2.0361,Oc1cccc2cncnc12
5453,CCCCS[S](=O)CCCC,-2.2886,CCCCS[S+]([O-])CCCC
5454,NCC(O)c1ccccc1,-0.4764,NCC(O)c1ccccc1
5455,CC(Cl)C(C)Cl,-2.3541,CC(Cl)C(C)Cl
5456,ON(C(=O)c1occc1)c2ccccc2,-3.194,O=C(c1ccco1)N(O)c1ccccc1
5457,[H+].[F-],1.6988,[F-].[H+]
5458,O[S](O)(=O)=O,1.0084,O=S(=O)(O)O
5459,CCCOC(=O)c1cccnc1,-1.2403,CCCOC(=O)c1cccnc1
5460,Cn1c(COC(N)=O)ncc1[N+]([O-])=O,-1.8433,Cn1c([N+](=O)[O-])cnc1COC(N)=O
5461,CCCCC(NC(C)=O)C(O)=O,-0.6823,CCCCC(NC(C)=O)C(=O)O
5462,CO[P](=O)(OC)OC(/C)=C/C(=O)OC(C)c1ccccc1,-2.4973,COP(=O)(OC)O/C(C)=C/C(=O)OC(C)c1ccccc1
5463,OC(=O)c1c(Cl)ccc2ccccc12,-2.3152,O=C(O)c1c(Cl)ccc2ccccc12
5464,CCCOCCN(C(=O)CCl)c1c(CC)cccc1CC,-3.795,CCCOCCN(C(=O)CCl)c1c(CC)cccc1CC
5465,N#N,-0.1901,N#N
5466,O.O.O.O.O.[Cu++].[O-][S]([O-])(=O)=O,-0.8922,O.O.O.O.O.O=S(=O)([O-])[O-].[Cu+2]
5467,O[As](O)(O)=O,0.6187,O=[As](O)(O)O
5468,O=O,0.0691,O=O
5469,ClCl,-1.0513,ClCl
5470,COC(=O)\C=C(/C)O[P](=O)(OC)OC,0.4276,COC(=O)/C=C(\C)OP(=O)(OC)OC
5471,CCC(Cl)(Cl)Cl,-1.8898,CCC(Cl)(Cl)Cl
5472,CCO[P](=O)(OCC)SCCSCC.CCO[P](=S)(OCC)OCCSCC,-3.9351,CCOP(=O)(OCC)SCCSCC.CCOP(=S)(OCC)OCCSCC
5473,CCCC(C)c1cccc(OC(=O)NC)c1.CCC(CC)c2cccc(OC(=O)NC)c2,-3.947,CCC(CC)c1cccc(OC(=O)NC)c1.CCCC(C)c1cccc(OC(=O)NC)c1
5474,CCCCCCCCOCCO,-2.125,CCCCCCCCOCCO
5475,CC(C)[C@@H](O)C#N,0.3048,CC(C)[C@@H](O)C#N
5476,CCC(CC)COC(C)=O,-1.3528,CCC(CC)COC(C)=O
5477,ClC/C=C/Cl,-1.598,Cl/C=C/CCl
5478,CC1CC1(C(O)=O)C(O)=O,0.8412,CC1CC1(C(=O)O)C(=O)O
5479,OC(=O)CC(C(O)=O)(c1ccccc1)c2ccccc2,-2.4318,O=C(O)CC(C(=O)O)(c1ccccc1)c1ccccc1
5480,NC(=O)C(Br)(Br)C#N,-1.2075,N#CC(Br)(Br)C(N)=O
5481,COc1ccc(Cl)cc1C(=O)NCCc2ccc(cc2)[S](=O)(=O)NC(=O)NC3CCCCC3,-5.0917,COc1ccc(Cl)cc1C(=O)NCCc1ccc(S(=O)(=O)NC(=O)NC2CCCCC2)cc1
5482,CO[P](N)(=O)SC,0.8504,COP(N)(=O)SC
5483,CC(C)CN1CCOCC1,-0.7089,CC(C)CN1CCOCC1
5484,CC(=O)N[C@@H](Cc1cc(Br)c(O)c(Br)c1)C(O)=O,-2.1830000000000003,CC(=O)N[C@@H](Cc1cc(Br)c(O)c(Br)c1)C(=O)O
5485,OC(=O)c1ccc2ncccc2c1,-0.0456,O=C(O)c1ccc2ncccc2c1
5486,O=C(NC1CCCCC1)c2cccnc2,-2.319,O=C(NC1CCCCC1)c1cccnc1
5487,CC1(C)C2CCC1(C)C(=O)C2O,-0.9249,CC12CCC(C(O)C1=O)C2(C)C
5488,Nc1cc(ccc1Br)[N+]([O-])=O,-3.5583,Nc1cc([N+](=O)[O-])ccc1Br
5489,CCCCCCCCOCC(O)CO,-1.9208,CCCCCCCCOCC(O)CO
5490,CCOC(=O)CCCOc1ccc(Cl)cc1C,-4.4095,CCOC(=O)CCCOc1ccc(Cl)cc1C
5491,OC1(CCN(CCCC(=O)c2ccc(F)cc2)CC1)c3ccc(Br)cc3,-3.6693,O=C(CCCN1CCC(O)(c2ccc(Br)cc2)CC1)c1ccc(F)cc1
5492,Cc1c(Cl)c(O)c(Cl)c(Cl)c1Cl,-4.6021,Cc1c(Cl)c(O)c(Cl)c(Cl)c1Cl
5493,CCO[P](=O)(OC)OC,0.5112,CCOP(=O)(OC)OC
5494,CCO[P](=S)(OCC)SC[S](=O)C(C)(C)C,-2.4421,CCOP(=S)(OCC)SC[S+]([O-])C(C)(C)C
5495,CC(C)OC(=O)c1cc(cc(c1)[N+]([O-])=O)C(=O)OC(C)C,-5.0389,CC(C)OC(=O)c1cc(C(=O)OC(C)C)cc([N+](=O)[O-])c1
5496,COC(=O)[C@@]1(O)OC[C@@]23[C@H](C[C@@H](OC(C)=O)[C@]4(CO[C@@H]([C@@H](O)[C@](C)([C@H]12)[C@]56O[C@@]5(C)[C@H]7C[C@@H]6O[C@@H]8OC=C[C@]78O)[C@H]34)C(=O)OC)OC(=O)C(/C)=C/C,-3.4428,C/C=C(\C)C(=O)O[C@H]1C[C@@H](OC(C)=O)[C@@]2(C(=O)OC)CO[C@H]3[C@@H](O)[C@@](C)([C@]45O[C@@]4(C)[C@H]4C[C@@H]5O[C@@H]5OC=C[C@@]54O)[C@H]4[C@]1(CO[C@]4(O)C(=O)OC)[C@@H]32
5497,O[P](O)(=O)CCCl,0.8401,O=P(O)(O)CCCl
5498,[Mn].C[c-]1cccc1.[C-]#[O+].[C-]#[O+].[C-]#[O+],-3.8762,C[c-]1cccc1.[C-]#[O+].[C-]#[O+].[C-]#[O+].[Mn]
5499,CCOc1cc(N=Nc2cc(cc(c2Br)[N+]([O-])=O)[N+]([O-])=O)c(NC(C)=O)cc1N(CCOC(C)=O)CCOC(C)=O,-8.8336,CCOc1cc(N=Nc2cc([N+](=O)[O-])cc([N+](=O)[O-])c2Br)c(NC(C)=O)cc1N(CCOC(C)=O)CCOC(C)=O
5500,CNC(=O)Oc1cc(C)cc(C)c1C,-1.9851,CNC(=O)Oc1cc(C)cc(C)c1C
5501,OC(=O)CC[Ge](=O)O[Ge](=O)CCC(O)=O,-1.4932,O=C(O)C[CH2][Ge](=[O])[O][Ge](=[O])[CH2]CC(=O)O
5502,COc1ccc(cc1)C(O)(C2CC2)c3cncnc3,-2.5959,COc1ccc(C(O)(c2cncnc2)C2CC2)cc1
5503,CC(C)OCC(O)COC(C)C,0.0549,CC(C)OCC(O)COC(C)C
5504,CC(=O)c1ccc(O)c(c1)C([O-])=O,-2.2304,CC(=O)c1ccc(O)c(C(=O)[O-])c1
5505,ClCC(Cl)(Cl)CCl,-2.5785,ClCC(Cl)(Cl)CCl
5506,COC1[C@H](O)C(CO[C@@H]2C(O)C[C@@H](O)OC2C)O[C@@H](O[C@H]3CC[C@]4(C)C5CC[C@]6(C)[C@H](CC[C@]6(O)C5CC[C@]4(O)C3)C7=CC(=O)OC7)C1O,-1.94,COC1C(O)[C@H](O[C@H]2CC[C@]3(C)C4CC[C@]5(C)[C@@H](C6=CC(=O)OC6)CC[C@]5(O)C4CC[C@]3(O)C2)OC(CO[C@@H]2C(O)C[C@@H](O)OC2C)[C@H]1O
5507,CN(C)C(=O)c1ccc(cc1)C(=O)N(C)C,0.2656,CN(C)C(=O)c1ccc(C(=O)N(C)C)cc1
5508,O=C(Nc1ccccn1)c2cccnc2,-2.9771,O=C(Nc1ccccn1)c1cccnc1
5509,CCN(CC)C(=O)\C(Cl)=C(/C)O[P](=O)(OC)OC,0.5233,CCN(CC)C(=O)/C(Cl)=C(\C)OP(=O)(OC)OC
5510,[O-][N+](=O)c1ccc(ONC=C2C=C(Br)C(=O)C(=C2)Br)c(c1)[N+]([O-])=O,-6.6637,O=C1C(Br)=CC(=CNOc2ccc([N+](=O)[O-])cc2[N+](=O)[O-])C=C1Br
5511,CCCS[P](=O)(OCC)SCCC,-2.5094,CCCSP(=O)(OCC)SCCC
5512,O=C1Nc2cncnc2N1,-1.5141,O=c1[nH]c2cncnc2[nH]1
5513,CN(CC(O)=O)N=O,0.9278,CN(CC(=O)O)N=O
5514,NC(=N)NC(=N)Nc1cccc2ccccc12,-2.3151,N=C(N)NC(=N)Nc1cccc2ccccc12
5515,CCO[P](=O)(OCC)SCc1ccccc1,-2.4155,CCOP(=O)(OCC)SCc1ccccc1
5516,Nc1c(cc(Nc2ccc(c(Nc3nc(Cl)nc(Cl)n3)c2)[S](O)(=O)=O)c4C(=O)c5ccccc5C(=O)c14)[S](O)(=O)=O,0.1956,Nc1c(S(=O)(=O)O)cc(Nc2ccc(S(=O)(=O)O)c(Nc3nc(Cl)nc(Cl)n3)c2)c2c1C(=O)c1ccccc1C2=O
5517,CCCCNCC,-0.4405,CCCCNCC
5518,CN1C(=O)N(C)c2nccnc2C1=O,-1.4598,Cn1c(=O)c2nccnc2n(C)c1=O
5519,CC1(C)Cc2cccc(c2O1)[N+]([O-])=O,-3.2068,CC1(C)Cc2cccc([N+](=O)[O-])c2O1
5520,CC(=O)N[C@@H](CSc1ccc(Cl)c(Cl)c1)C(O)=O,-2.8868,CC(=O)N[C@@H](CSc1ccc(Cl)c(Cl)c1)C(=O)O
5521,CCOC(=O)c1cn2nc(O[P](=S)(OCC)OCC)cc2nc1C,-4.9489,CCOC(=O)c1cn2nc(OP(=S)(OCC)OCC)cc2nc1C
5522,IC1=CNC(=O)C=C1,-1.7423,O=c1ccc(I)c[nH]1
5523,NC(N)=NCCCCCCCCNCCCCCCCCN=C(N)N,0.3322,NC(N)=NCCCCCCCCNCCCCCCCCN=C(N)N
5524,CCNc1nc(OC)nc(n1)N(CC)CC,-2.9987,CCNc1nc(OC)nc(N(CC)CC)n1
5525,CCCCOC(=O)C(C)OC(=O)C(C)O,-1.3752,CCCCOC(=O)C(C)OC(=O)C(C)O
5526,NC(=O)NCNC(N)=O,-0.6525,NC(=O)NCNC(N)=O
5527,CCC(O)CN,1.0499,CCC(O)CN
5528,ClC1=C(Cl)C2(Cl)C3CCC4C(CCC3C1(Cl)C2(Cl)Cl)C5(Cl)C(=C(Cl)C4(Cl)C5(Cl)Cl)Cl,-13.1719,ClC1=C(Cl)C2(Cl)C3CCC4C(CCC3C1(Cl)C2(Cl)Cl)C1(Cl)C(Cl)=C(Cl)C4(Cl)C1(Cl)Cl
5529,CCO[P](=S)(OCC)Oc1cnc2ccccc2n1,-4.1322,CCOP(=S)(OCC)Oc1cnc2ccccc2n1
5530,OC(=O)c1cc[n+]([O-])cc1,-1.102,O=C(O)c1cc[n+]([O-])cc1
5531,CCCC1CCCNC1,-1.011,CCCC1CCCNC1
5532,CC(CCl)O[P](=O)(OC(C)CCl)OC(C)CCl,-2.4361,CC(CCl)OP(=O)(OC(C)CCl)OC(C)CCl
5533,CC(=O)OC1(CCC2C3C=C(Cl)C4=CC(=O)C=CC4(C)C3CCC12C)C(C)=O,-4.9453,CC(=O)OC1(C(C)=O)CCC2C3C=C(Cl)C4=CC(=O)C=CC4(C)C3CCC21C
5534,OC[C@@H](NC(=O)CN=[N+]=[N-])[C@H](O)c1ccc(cc1)[N+]([O-])=O,-1.1692,[N-]=[N+]=NCC(=O)N[C@H](CO)[C@H](O)c1ccc([N+](=O)[O-])cc1
5535,CCC(C)N,0.1851,CCC(C)N
5536,OC(=O)\C=C\CBr,-0.7403,O=C(O)/C=C/CBr
5537,CN1c2ccccc2Sc3ccc(CC(O)=O)cc13,-3.9422,CN1c2ccccc2Sc2ccc(CC(=O)O)cc21
5538,C/C=C/CC1(C\C=C\C)C(=O)NC(=O)NC1=O,-2.1973,C/C=C/CC1(C/C=C/C)C(=O)NC(=O)NC1=O
5539,Cc1oc(cc1C([O-])=O)[C@H](O)[C@H](O)[C@H](O)CO,-1.2774,Cc1oc([C@H](O)[C@H](O)[C@H](O)CO)cc1C(=O)[O-]
5540,CN(C)c1ncnc2nccnc12,-1.0216,CN(C)c1ncnc2nccnc12
5541,CCOCCC(=O)OC,-0.0719,CCOCCC(=O)OC
5542,CCCCOC(=O)CCOCC,-1.6391,CCCCOC(=O)CCOCC
5543,CCCCCOC(=O)CCOCC,-2.1956,CCCCCOC(=O)CCOCC
5544,CCCCCCOC(=O)CCOCC,-2.8289,CCCCCCOC(=O)CCOCC
5545,CCCOCCC(=O)OC,-0.6334,CCCOCCC(=O)OC
5546,CCCOCCC(=O)OCCC,-1.6848,CCCOCCC(=O)OCCC
5547,CCCCOCCC(=O)OCCCC,-2.4029,CCCCOCCC(=O)OCCCC
5548,C1COc2ccccc2OCCOCCOc3ccccc3OCCO1,-4.6935,c1ccc2c(c1)OCCOCCOc1ccccc1OCCOCCO2
5549,COc1ccc(Oc2ccc(NC(=O)N(C)C)cc2)cc1,-4.1558,COc1ccc(Oc2ccc(NC(=O)N(C)C)cc2)cc1
5550,FC(F)(F)c1nc2cc(Cl)c(Cl)cc2n1C(=O)Oc3ccccc3,-4.4603,O=C(Oc1ccccc1)n1c(C(F)(F)F)nc2cc(Cl)c(Cl)cc21
5551,CC(C)C(N)C(=O)NCC(O)=O,0.4579,CC(C)C(N)C(=O)NCC(=O)O
5552,CN(C)C(=O)c1cccc(c1)C(=O)N(C)C,0.487,CN(C)C(=O)c1cccc(C(=O)N(C)C)c1
5553,OC(=O)CCC[Se][Se]CCCC(O)=O,-2.2471,O=C(O)CCC[Se][Se]CCCC(=O)O
5554,CCOC(=O)COc1ccc(Cl)cc1,-2.4206,CCOC(=O)COc1ccc(Cl)cc1
5555,COC(=O)C(Cl)Cc1ccc(Cl)cc1,-3.7655,COC(=O)C(Cl)Cc1ccc(Cl)cc1
5556,Cc1ccccc1Oc2cccnn2,-1.969,Cc1ccccc1Oc1cccnn1
5557,CN1C(=O)NN(C1=O)c2ccccc2,-2.9804,Cn1c(=O)[nH]n(-c2ccccc2)c1=O
5558,NC(=O)c1ccccc1OCC=C,-2.2273,C=CCOc1ccccc1C(N)=O
5559,CC(C)C1NC(=O)CNC1=O,-0.8926,CC(C)C1NC(=O)CNC1=O
5560,CCCC(C)C(O)CC,-1.9636,CCCC(C)C(O)CC
5561,CC1(C)CCC2(CCC(C)(C)O2)O1,-1.9644,CC1(C)CCC2(CCC(C)(C)O2)O1
5562,Oc1ccccc1[S](=O)(=O)c2ccccc2O,-3.3192,O=S(=O)(c1ccccc1O)c1ccccc1O
5563,[O-]C(=O)[C@H](Cc1ccccc1)[NH2+]CCC#N,-1.4939,N#CCC[NH2+][C@@H](Cc1ccccc1)C(=O)[O-]
5564,ClC(Cl)C(Cl)C(Cl)Cl,-2.7223,ClC(Cl)C(Cl)C(Cl)Cl
5565,NC(Cc1cc(Cl)c(O)c(Cl)c1)C(O)=O,-1.7546,NC(Cc1cc(Cl)c(O)c(Cl)c1)C(=O)O
5566,OC(=O)CC(O)(CC(O)=O)C(=O)Nc1ccccc1,-0.4874,O=C(O)CC(O)(CC(=O)O)C(=O)Nc1ccccc1
5567,COC(=O)c1ccc(O)c(I)c1,-3.3138,COC(=O)c1ccc(O)c(I)c1
5568,CCOC(=O)c1ccc(O)c(I)c1,-3.4924,CCOC(=O)c1ccc(O)c(I)c1
5569,CCCOC(=O)c1ccc(O)c(I)c1,-3.6865,CCCOC(=O)c1ccc(O)c(I)c1
5570,CCCCOC(=O)c1ccc(O)c(I)c1,-3.9033,CCCCOC(=O)c1ccc(O)c(I)c1
5571,C[C@@H](Oc1ccc(Cl)cc1Cl)C(O)=O,-2.6003,C[C@@H](Oc1ccc(Cl)cc1Cl)C(=O)O
5572,CNC(=O)O\N=C1/[C@@H](Cl)C2C[C@H](C#N)C1C2,-2.0822,CNC(=O)O/N=C1/C2CC(C[C@@H]2C#N)[C@@H]1Cl
5573,CCN(CC)C(=O)C(C)Oc1cccc2ccccc12,-3.5702,CCN(CC)C(=O)C(C)Oc1cccc2ccccc12
5574,Ic1ccccc1C(=O)Nc2ccccc2,-4.2084,O=C(Nc1ccccc1)c1ccccc1I
5575,OCc1c2OCOc2ccc1[N+]([O-])=O,-3.0643,O=[N+]([O-])c1ccc2c(c1CO)OCO2
5576,[O-][N+](=O)c1ccc(Oc2ccc(cc2[N+]([O-])=O)C(F)(F)F)cc1,-5.2151,O=[N+]([O-])c1ccc(Oc2ccc(C(F)(F)F)cc2[N+](=O)[O-])cc1
5577,CN[S]#CNCO,-0.0798,CNS#CNCO
5578,CC(OC(C)=O)C#N,0.2475,CC(=O)OC(C)C#N
5579,N.N.[Cl-].[Cl-].[Pt++],-2.0741,N.N.[Cl-].[Cl-].[Pt+2]
5580,O=C1Nc2ccccc2NC1=O,-2.812,O=c1[nH]c2ccccc2[nH]c1=O
5581,CCCCC(C)(C)CCC,-4.8108,CCCCC(C)(C)CCC
5582,OC(=O)CSSSSCC(O)=O,-1.452,O=C(O)CSSSSCC(=O)O
5583,CCCCOCCOC(N)=O,-0.5084,CCCCOCCOC(N)=O
5584,OCc1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl,-5.1467,OCc1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl
5585,OC(=O)CC(Cl)C(O)=O,0.0767,O=C(O)CC(Cl)C(=O)O
5586,CCNC(=O)[C@H](C)OC(=O)Nc1ccccc1,-1.8293,CCNC(=O)[C@H](C)OC(=O)Nc1ccccc1
5587,CCCCCC[P](=O)(OCC)OCC,-2.5687,CCCCCCP(=O)(OCC)OCC
5588,Oc1cc2ccccc2cc1C3=NCCN3,-3.3015,Oc1cc2ccccc2cc1C1=NCCN1
5589,Cc1ccc(O)c(I)c1,-2.4662,Cc1ccc(O)c(I)c1
5590,CC(=O)Oc1ccccc1\C=C\C(O)=O,-3.1559,CC(=O)Oc1ccccc1/C=C/C(=O)O
5591,CCOC(=O)c1ccc(O)c(Cl)c1,-3.2232,CCOC(=O)c1ccc(O)c(Cl)c1
5592,CC(C)C[C@H](N)C(=O)N[C@@H](CCC(O)=O)C(O)=O,-0.8969,CC(C)C[C@H](N)C(=O)N[C@@H](CCC(=O)O)C(=O)O
5593,CCCC(=O)N(C)N=O,-1.5347,CCCC(=O)N(C)N=O
5594,C[C@@H](Oc1ccc(Cl)cc1C)C(O)=O,-2.3972,Cc1cc(Cl)ccc1O[C@H](C)C(=O)O
5595,NC(=O)C(Cl)=C,-0.2104,C=C(Cl)C(N)=O
5596,C=COC1CC1,-1.1001,C=COC1CC1
5597,CC1(CCN2CCCCC2)NC(=O)NC1=O,-0.8213,CC1(CCN2CCCCC2)NC(=O)NC1=O
5598,CC(=O)O[C@H]1[C@H](O[C@@H]2OC(C)(C)O[C@H]12)[C@H]3COC(C)(C)O3,-1.5229,CC(=O)O[C@@H]1[C@H]2OC(C)(C)O[C@H]2O[C@@H]1[C@H]1COC(C)(C)O1
5599,NNC(=O)c1sccn1,-0.6787,NNC(=O)c1nccs1
5600,CNC(=O)O\N=C(/C)SC,-0.4466,CNC(=O)O/N=C(\C)SC
5601,COc1cc(Cl)c(Cl)c(Cl)c1OC,-4.3701,COc1cc(Cl)c(Cl)c(Cl)c1OC
5602,COc1cc(Cl)ccc1O,-1.5013,COc1cc(Cl)ccc1O
5603,Nc1ccc(cc1)[S](=O)(=O)Nc2scnn2,-2.8684,Nc1ccc(S(=O)(=O)Nc2nncs2)cc1
5604,CCOC(=O)CC1(C)CCC(=O)O1,-0.7472,CCOC(=O)CC1(C)CCC(=O)O1
5605,CCC(C(C(O)=O)c1ccccc1)C(O)=O,-2.3256,CCC(C(=O)O)C(C(=O)O)c1ccccc1
5606,ON(c1ccccc1)C(=O)c2ccc(Cl)cc2Cl,-3.6723,O=C(c1ccc(Cl)cc1Cl)N(O)c1ccccc1
5607,CSc1ncc2nccnc2n1,-1.7561,CSc1ncc2nccnc2n1
5608,CC(C)C1(Br)C(=O)NC(=O)NC1=O,-2.2088,CC(C)C1(Br)C(=O)NC(=O)NC1=O
5609,N[S](=O)(=O)c1ccc(cc1)[S](N)(=O)=O,-2.5283,NS(=O)(=O)c1ccc(S(N)(=O)=O)cc1
5610,CCCCC1(CCCC)C(=O)NC(=O)NC1=O,-2.8756,CCCCC1(CCCC)C(=O)NC(=O)NC1=O
5611,Oc1cccc2ccnnc12,-2.4089,Oc1cccc2ccnnc12
5612,Cc1cnnc2c(O)cccc12,-2.6783,Cc1cnnc2c(O)cccc12
5613,Oc1cccc2nccnc12,-1.3468,Oc1cccc2nccnc12
5614,Oc1cncc2cccnc12,-1.6576,Oc1cncc2cccnc12
5615,NC(=O)NCC(=O)NCC(=O)NCC(O)=O,-1.3505,NC(=O)NCC(=O)NCC(=O)NCC(=O)O
5616,CCNC(CC)C(O)=O,-0.4189,CCNC(CC)C(=O)O
5617,O[C@H](C(O)=O)c1ccccc1,0.1592,O=C(O)[C@@H](O)c1ccccc1
5618,NC(=O)NCC(=O)NCC(O)=O,-0.8996,NC(=O)NCC(=O)NCC(=O)O
5619,CC(C)OC(C)(C)C,-2.3662,CC(C)OC(C)(C)C
5620,N[C@@H](Cc1cc(c(O)c(c1)[N+]([O-])=O)[N+]([O-])=O)C(O)=O,-1.5125,N[C@@H](Cc1cc([N+](=O)[O-])c(O)c([N+](=O)[O-])c1)C(=O)O
5621,CC(C)=NNC(=O)Nc1ccc(cc1)[N+]([O-])=O,-3.5952,CC(C)=NNC(=O)Nc1ccc([N+](=O)[O-])cc1
5622,COc1c(cc(cc1C(O)=O)C(O)=O)C(O)=O,-1.5354,COc1c(C(=O)O)cc(C(=O)O)cc1C(=O)O
5623,CCC1OC(=O)c2ccccc12,-1.747,CCC1OC(=O)c2ccccc21
5624,CC1Nc2cc(Cl)c(cc2C(=O)N1c3ccccc3C)[S](N)(=O)=O,-3.783,Cc1ccccc1N1C(=O)c2cc(S(N)(=O)=O)c(Cl)cc2NC1C
5625,Cc1nnc(N)nc1C,-1.0939,Cc1nnc(N)nc1C
5626,CN(C)C(CS[S](=O)(=O)c1ccccc1)CS[S](=O)(=O)c2ccccc2,-5.76,CN(C)C(CSS(=O)(=O)c1ccccc1)CSS(=O)(=O)c1ccccc1
5627,CCC(CC#N)C#N,-0.6916,CCC(C#N)CC#N
5628,CC1OC(CCC1OC2OC(C)C(C(O)C2O)N(C)C)N3C=CC(=NC3=O)NC(=O)c4ccc(NC(=O)C(C)(N)CO)cc4,-2.4904,CC1OC(n2ccc(NC(=O)c3ccc(NC(=O)C(C)(N)CO)cc3)nc2=O)CCC1OC1OC(C)C(N(C)C)C(O)C1O
5629,OCCOC(=O)c1ccccc1C(O)=O,-1.4825,O=C(O)c1ccccc1C(=O)OCCO
5630,Nc1cc(c(O)c(c1)[N+]([O-])=O)[N+]([O-])=O,-2.3853,Nc1cc([N+](=O)[O-])c(O)c([N+](=O)[O-])c1
5631,OC(=O)Cc1sc(nc1c2ccc(Cl)cc2)c3ccccc3,-4.9644,O=C(O)Cc1sc(-c2ccccc2)nc1-c1ccc(Cl)cc1
5632,C=CCCCN=C=S,-2.9004,C=CCCCN=C=S
5633,Oc1cc(ccc1[N+]([O-])=O)c2ccccc2,-3.8557,O=[N+]([O-])c1ccc(-c2ccccc2)cc1O
5634,COc1c(C)c(C=O)ccc1O,-1.3755,COc1c(O)ccc(C=O)c1C
5635,CC(C)OC(=O)c1ccc(N)cc1,-2.6099,CC(C)OC(=O)c1ccc(N)cc1
5636,C[Si](C)(C)CCCN,-1.9509,C[Si](C)(C)CCCN
5637,NNC(=N)N[N+]([O-])=O,-1.6458,N=C(NN)N[N+](=O)[O-]
5638,OCc1ccc(I)cc1,-2.7460000000000004,OCc1ccc(I)cc1
5639,CC1CCCC(=NO)C1=NO,-1.5916,CC1CCCC(=NO)C1=NO
5640,CC1CCC(=C(C1)NO)N=O,-1.6622,CC1CCC(N=O)=C(NO)C1
5641,CC(C)C1CCC(=NO)C(C1)=NO,-2.3903,CC(C)C1CCC(=NO)C(=NO)C1
5642,C[C@H](NC(N)=O)C([O-])=O,-0.9656,C[C@H](NC(N)=O)C(=O)[O-]
5643,Cc1cccc2c3cc4ccccc4cc3cc(C)c12,-7.9743,Cc1cccc2c1c(C)cc1cc3ccccc3cc12
5644,ON=C1CCCCCCCCC1=NO,-2.5813,ON=C1CCCCCCCCC1=NO
