ID,InChIKey,SMILES,LogS,SD,Group,sample_weight
C-1179,DIRFUJHNVNOBMY-UHFFFAOYSA-N,CCC(C)C1=C(OC(=O)NC)C=CC=C1,-2.53,0.0164999999999999,G3,0.8
C-1183,BZOKLJVQXZIUTK-UHFFFAOYSA-N,CCC(CC)(C(=O)NC(N)=O)C(=O)OCC(=O)OC,-2.01,0.0,G1,0.6
C-1184,WDRGQGLIUAMOOC-UHFFFAOYSA-N,OC(=O)CONC(=O)C1=CC=CC=C1,-0.95,0.0,G1,0.6
C-1186,KSEBMYQBYZTDHS-HWKANZROSA-N,COC1=C(O)C=CC(=C1)\C=C\C(O)=O,-3.05,0.0,G1,0.6
C-1189,CDACFMJJRHUMNA-UHFFFAOYSA-N,CNC(=O)N1C=C(F)C(=O)NC1=O,-2.28,0.0999000000000001,G3,0.8
C-1190,NALBVYNGIWXLJJ-UHFFFAOYSA-N,CCC(=O)N1C(=O)NC=C(F)C1=O,-0.7,0.0,G1,0.6
C-1197,VYTPEAPPYZRJCZ-UHFFFAOYSA-N,COC(=O)N1C=C(F)C(=O)NC1=O,-0.91,0.0,G1,0.6
C-1199,RQIJPDNDFZUCEI-UHFFFAOYSA-N,CC(=O)OCN1C=C(F)C(=O)NC1=O,-0.67,0.0,G1,0.6
C-1201,ONWPLBKWMAUFGZ-UHFFFAOYSA-N,COC(=O)C1=CC=CC=C1OC(C)=O,-1.84,0.0,G1,0.6
C-1203,LRFVTYWOQMYALW-UHFFFAOYSA-N,O=C1NC(=O)C2=C([NH]C=N2)N1,-3.87,0.0,G1,0.6
C-1204,DUAAVZPXVWYBII-UHFFFAOYSA-N,CC(=O)OCN1C(=O)NC=C(F)C1=O,-1.2,0.0,G1,0.6
C-1205,FZXISNSWEXTPMF-UHFFFAOYSA-N,CCNC1=NC(=NC(=N1)Cl)NC(C)(C)C,-4.43,0.0,G1,0.6
C-1208,MGLWZSOBALDPEK-UHFFFAOYSA-N,CCNC1=NC(=NC(=N1)NCC)SC,-2.73,0.0270999999999999,G3,0.8
C-1211,LKACJLUUJRMGFK-UHFFFAOYSA-N,CCC(C)([S](=O)(=O)CC)[S](=O)(=O)CC,-1.91,0.1124999999999999,G3,0.8
C-1214,HQNJZCSCNOSIGA-UHFFFAOYSA-N,CCNC(=O)N1C=C(F)C(=O)NC1=O,-2.13,0.0,G1,0.6
C-1216,ZFMITUMMTDLWHR-UHFFFAOYSA-N,NC1=[N+]([O-])C(=NC(=C1)N2CCCCC2)N,-1.94,0.02,G3,0.8
C-1217,PYIAFNMJTZYTJR-UHFFFAOYSA-N,CCOC(=O)OCN1C(=O)NC=C(F)C1=O,-1.46,0.0,G1,0.6
C-1219,CEMAWMOMDPGJMB-UHFFFAOYSA-N,CC(C)NCC(O)COC1=C(OCC=C)C=CC=C1,-0.32,0.0,G1,0.6
C-1222,ISEUFVQQFVOBCY-UHFFFAOYSA-N,COC1=NC(=NC(=N1)NC(C)C)NC(C)C,-2.56,0.04115,G3,0.8
C-1223,XRHUFADXPHBXFZ-UHFFFAOYSA-N,CCOC(=O)N1C=C(F)C(=O)NC1=O,-1.47,0.0,G1,0.6
C-1225,WMGRASJOZJGTSP-UHFFFAOYSA-N,CN(C)C(=O)N1C=C(F)C(=O)NC1=O,-1.53,0.0,G1,0.6
C-1229,ZAAKYBGGELSVCK-UHFFFAOYSA-N,CCC(=O)OCN1C=C(F)C(=O)NC1=O,-0.81,0.0,G1,0.6
C-1230,GNAMZNCNEUATEE-UHFFFAOYSA-N,CCOC(=O)N1C(=O)NC=C(F)C1=O,-0.45,0.0,G1,0.6
C-1232,RYMZZMVNJRMUDD-UHFFFAOYSA-N,CCC(C)(C)C(=O)OC1CC(C)C=C2C=CC(C)C(CCC3CC(O)CC(=O)O3)C12,-5.48,0.0,G1,0.6
C-1233,SYAUFWSKTQBAJI-UHFFFAOYSA-N,CC(C)(C)C(=O)OCN1C=C(F)C(=O)NC1=O,-2.03,0.0,G1,0.6
C-1237,HNKFVQSWWYMANO-UHFFFAOYSA-N,CCCC(=O)OCN1C=C(F)C(=O)NC1=O,-1.31,0.0,G1,0.6
C-1238,GILNGPKTMRSQDW-UHFFFAOYSA-N,O=C(COC(=O)C1=CC=CC=C1)N2CCCC2,-1.57,0.0,G1,0.6
C-1239,KQXKVJAGOJTNJS-UHFFFAOYSA-N,CC(C)(C)NCC(O)COC1=C(C=CC=C1)C2CCCC2,-1.84,0.0,G1,0.6
C-1241,SWLDDKZEHUBBOY-UHFFFAOYSA-N,CN(C)C(=O)COC(=O)C1=C(O)C=CC=C1,-1.71,0.0,G1,0.6
C-1244,AJLFOPYRIVGYMJ-UHFFFAOYSA-N,CCC(C)C(=O)OC1CCC=C2C=CC(C)C(CCC3CC(O)CC(=O)O3)C12,-5.42,0.0,G1,0.6
C-1245,ZVRNEWNIEVRTIK-UHFFFAOYSA-N,CCCCOC(=O)N1C=C(F)C(=O)NC1=O,-1.59,0.0,G1,0.6
C-1246,SCCDDNKJYDZXMM-UHFFFAOYSA-N,COCCN(C(=O)CCl)C1=C(C)C=CC=C1C,-2.09,0.0219499999999999,G3,0.8
C-1248,DXDPKLIQOAVOAM-UHFFFAOYSA-N,CC(C)COC(=O)N1C=C(F)C(=O)NC1=O,-1.89,0.0,G1,0.6
C-1249,IIZIPXWXNPFUOU-UHFFFAOYSA-N,CCN(CCO)C(=O)COC(=O)C1=CC=CC=C1,-1.37,0.0,G1,0.6
C-1250,IBSNJPJRDXEITQ-UHFFFAOYSA-N,FC1=CN(C(=O)NC1=O)C(=O)OCCCl,-1.91,0.0,G1,0.6
C-1254,JAQUASYNZVUNQP-UHFFFAOYSA-N,CN1CCC23CCCCC2C1CC4=C3C=C(O)C=C4,-2.72,0.0,G1,0.6
C-1256,TWFZGCMQGLPBSX-UHFFFAOYSA-N,COC(=O)NC1=NC2=CC=CC=C2[NH]1,-4.52,0.0,G1,0.6
C-1257,OQARDMYXSOFTLN-UHFFFAOYSA-N,CCC(C)C(=O)OC1CC(O)C=C2C=CC(C)C(CCC3CC(O)CC(=O)O3)C12,-3.35,0.0,G1,0.6
C-1261,JCKYGMPEJWAADB-UHFFFAOYSA-N,OC(=O)CCCC1=CC=C(C=C1)N(CCCl)CCCl,-3.4,0.0,G1,0.6
C-1263,ZWUAUTPCFIIFAS-UHFFFAOYSA-N,CC(C)N(C(C)C)C(=O)COC(=O)C1=CC=CC=C1,-3.34,0.0,G1,0.6
C-1264,UCIUVGVKELKZSD-UHFFFAOYSA-N,OCCN(CCO)C(=O)COC(=O)C1=CC=CC=C1,0.43,0.0,G1,0.6
C-1267,LAUBAKJLUNBTEP-UHFFFAOYSA-N,CCCCCCOC(=O)N1C=C(F)C(=O)NC1=O,-2.24,0.0,G1,0.6
C-1269,SHQRMVJGVCBCEC-UHFFFAOYSA-N,CCN(CC)C(=O)COC(=O)C1=C(O)C=CC=C1,-2.56,0.0,G1,0.6
C-1272,MKXZASYAUGDDCJ-UHFFFAOYSA-N,COC1=CC2=C(CC3C4CCCCC24CCN3C)C=C1,-3.48,0.0,G1,0.6
C-1273,GZPBMGVKWGJDIF-UHFFFAOYSA-N,CNC1=CC=C(C=C1)[S](=O)(=O)N(C)C,-3.08,0.0,G1,0.6
C-1275,MSMHOCZOEWMZOH-UHFFFAOYSA-N,OCC(CO)(CO)NC(=O)COC(=O)C1=CC=CC=C1,-1.27,0.0,G1,0.6
C-1276,DLVAUVPZQHGFJC-UHFFFAOYSA-N,CN(CC(N)=O)C(=O)COC(=O)C1=CC=CC=C1,-0.92,0.0,G1,0.6
C-1277,JNQHBKLRBXQHJO-UHFFFAOYSA-N,CCCCCCCCNC(=O)N1C=C(F)C(=O)NC1=O,-4.18,0.0,G1,0.6
C-1280,LJCFRMUKLSCNKV-UHFFFAOYSA-N,COCCN(CCOC)C(=O)COC(=O)C1=CC=CC=C1,-1.57,0.0,G1,0.6
C-1281,KVNWJGCJKBJLRM-UHFFFAOYSA-N,CC(=O)OC1=CC=CC=C1C(=O)OCC(N)=O,-1.79,0.0,G1,0.6
C-1284,ILYSAKHOYBPSPC-UHFFFAOYSA-N,OC(=O)C1=C(C=CC=C1)C2=CC=CC=C2,-2.73,0.0,G1,0.6
C-1287,VPGYQOPHCDIWSQ-UHFFFAOYSA-N,CCOC(=O)CN(C)C(=O)COC(=O)C1=CC=CC=C1,-1.67,0.0,G1,0.6
C-1288,UIJGCCLNZYPVFJ-UHFFFAOYSA-N,CC(=O)OC[N]1N=CC2=C1N=CNC2=O,-2.56,0.0,G1,0.6
C-1290,JLZFEIOGWCNGPG-UHFFFAOYSA-N,OC(=O)C1CCN1C(=O)COC(=O)C2=CC=CC=C2,-2.14,0.0,G1,0.6
C-1292,OQZCSNDVOWYALR-UHFFFAOYSA-N,FC(F)(F)C1=CC=CC(=C1)N2CC(CCl)C(Cl)C2=O,-4.05,0.0504999999999999,G3,0.8
C-1295,QZTDIROWVCZJJV-UHFFFAOYSA-N,CCNC(=O)COC(=O)C1=CC=CC=C1OC(C)=O,-1.68,0.0,G1,0.6
C-1297,HFSBGVJICLMJRK-UHFFFAOYSA-N,CCOC(=O)COC(=O)C1=CC=CC=C1OC(C)=O,-2.58,0.0,G1,0.6
C-1298,FDTMXYKUFIZEMG-UHFFFAOYSA-N,CN(C)C(=O)COC(=O)C1=CC=CC=C1OC(C)=O,-1.55,0.0,G1,0.6
C-1299,XSDPZPWLUUGYHH-UHFFFAOYSA-N,CN(C)[S](=O)(=O)C1=CC=C(C=C1)N(C)C=O,-2.37,0.0,G1,0.6
C-1301,ZGBDUUGWUHBQNX-UHFFFAOYSA-N,CC(=O)OCCOC[N]1C=NC2=C1N=C(N)N=C2,-0.97,0.0,G1,0.6
C-1305,BQJCRHHNABKAKU-UHFFFAOYSA-N,CN1CCC23C4OC5=C(O)C=CC(=C25)CC1C3C=CC4O,-3.15,0.0758653778449401,G5,1.0
C-1308,GZXGHZDSFNQRKK-UHFFFAOYSA-N,OC(=O)C1CCCN1C(=O)COC(=O)C2=CC=CC=C2,-1.59,0.0,G1,0.6
C-1309,BKEJTAUUSZULEO-UHFFFAOYSA-N,CCCC(=O)OC[N]1C=C2C(=O)NC=NC2=N1,-2.2,0.0,G1,0.6
C-1311,IIVOEPVKDWTLJB-UHFFFAOYSA-N,CCCC(=O)OC[N]1N=CC2=C1N=CNC2=O,-2.83,0.0,G1,0.6
C-1314,LPOUIKBMWDULCN-UHFFFAOYSA-N,CC(=O)NC1=NC2=C(C=N1)N=C[N]2COCCO,-0.86,0.0,G1,0.6
C-1316,YDHAYUGJQGJRIJ-UHFFFAOYSA-N,CN(C)[S](=O)(=O)C1=CC=C(C=C1)N(C)C(C)=O,-2.3,0.0,G1,0.6
C-1318,ZQEIXNIJLIKNTD-UHFFFAOYSA-N,COCC(=O)N(C(C)C(=O)OC)C1=C(C)C=CC=C1C,-1.6,0.03905,G3,0.8
C-1319,HEFOCUJBDCFYAR-UHFFFAOYSA-N,CCN(CC)C(=O)COC(=O)C1=CC=CC=C1OC(C)=O,-2.11,0.0,G1,0.6
C-1320,WLATWLPHXIPYFO-UHFFFAOYSA-N,CC(C)(C)C(=O)OC[N]1C=C2C(=O)NC=NC2=N1,-2.17,0.0,G1,0.6
C-1322,DDVNRFNDOPPVQJ-UHFFFAOYSA-N,CC1(C)C(C=C(Cl)Cl)C1C(=O)OCC2=C(F)C(=CC(=C2F)F)F,-6.81,0.0,G1,0.6
C-1323,VNPZIVNSLRXKRF-UHFFFAOYSA-N,CC(C)(C)C(=O)OC[N]1N=CC2=C1N=CNC2=O,-2.68,0.0,G1,0.6
C-1330,DMHAXLGAKQREIL-UHFFFAOYSA-N,CC(=O)OCCOC[N]1C=NC2=C1N=C(N)NC2=O,-2.7,0.0,G1,0.6
C-1333,ZCPRMRBJNJMHRJ-UHFFFAOYSA-N,CCC(=O)N(C)C1=CC=C(C=C1)[S](=O)(=O)N(C)C,-2.48,0.0,G1,0.6
C-1336,FLVLUDPFVUXEFV-UHFFFAOYSA-N,CC(=O)OC1=CC=CC=C1C(=O)OCC(=O)N2CCOCC2,-1.8,0.0,G1,0.6
C-1340,OLZQTUCTGLHFTQ-UHFFFAOYSA-N,CCCCCCC(C)OC(=O)COC1=NC(=C(Cl)C(=C1Cl)N)F,-6.43,0.0903499999999999,G3,0.8
C-1342,OAPBZIITNDJWQW-UHFFFAOYSA-N,FC1=CNC(=O)N(C1=O)C(=O)C2=CC=CC=C2,-2.26,0.0,G1,0.6
C-1343,XCEUBKDKAYYEQR-UHFFFAOYSA-N,CCCN(CCC)C(=O)COC(=O)C1=CC=CC=C1OC(C)=O,-2.65,0.0,G1,0.6
C-1344,GOWLARCWZRESHU-UHFFFAOYSA-N,CC1=CC(=NC(=N1)NN=C(C)C2=CC=CC=C2C)C,-3.2,0.0,G1,0.6
C-1345,UDKPETZNUFLIFG-UHFFFAOYSA-N,CC(=O)OC1=CC=CC=C1C(=O)OCC(=O)NCC(N)=O,-2.52,0.0,G1,0.6
C-1346,HVRPQVNLNIHIRC-UHFFFAOYSA-N,CCCC(=O)N(C)C1=CC=C(C=C1)[S](=O)(=O)N(C)C,-2.16,0.0,G1,0.6
C-1347,WHTVZRBIWZFKQO-UHFFFAOYSA-N,CCN(CC)CCCC(C)NC1=CC=NC2=C1C=CC(=C2)Cl,-2.83,0.0,G1,0.6
C-1348,OHSFPCVLIJXOLL-UHFFFAOYSA-N,CCN(CC)C(=O)C(C)OC(=O)C1=CC=CC=C1OC(C)=O,-1.6,0.0,G1,0.6
C-1349,WRGWFXXPBRCSIH-UHFFFAOYSA-N,CC(C)N(C(C)C)C(=O)COC(=O)C1=CC=CC=C1OC(C)=O,-3.25,0.0,G1,0.6
C-1350,DJMINGJGFGSDDB-UHFFFAOYSA-N,CC(=O)NC1=NC2=C(N=C[N]2COCCO)C(=O)N1,-1.92,0.0,G1,0.6
C-1351,YEZNLOUZAIOMLT-UHFFFAOYSA-N,CC1=C(NC2=CC=CC=C2C(O)=O)C=CC=C1Cl,-5.06,0.0,G1,0.6
C-1352,HAXZNPSPJMKMIQ-UHFFFAOYSA-N,CCN1C=C(C(=O)OC)C(=O)C2=C1N=C(C)C=C2,-2.7,0.0,G1,0.6
C-1354,YJRPDIKAMSSUAS-UHFFFAOYSA-N,FC1=CN(C(=O)NC1=O)C(=O)OCC2=CC=CC=C2,-2.82,0.0,G1,0.6
C-1355,XGWIJUOSCAQSSV-UHFFFAOYSA-N,CC1C(SC(=O)N1C(=O)NC2CCCCC2)C3=CC=C(Cl)C=C3,-5.85,0.0,G1,0.6
C-1357,HPLGRDDPZODNAW-UHFFFAOYSA-N,FC1=CN(C(=O)NC1=O)C(=O)OC2=CC=CC=C2,-2.44,0.0,G1,0.6
C-1358,HCFYDULVKOUISH-UHFFFAOYSA-N,CCCCC(=O)N(C)C1=CC=C(C=C1)[S](=O)(=O)N(C)C,-2.85,0.0,G1,0.6
C-1361,YVDDVGOVEDYMLX-UHFFFAOYSA-N,CCN(CC)CC(=O)OC[N]1N=CC2=C1N=CNC2=O,-1.79,0.0,G1,0.6
C-1362,OKVXWLFRHOXZPA-UHFFFAOYSA-N,FC1=CNC(=O)N(C(=O)OC2=CC=CC=C2)C1=O,-3.22,0.0,G1,0.6
C-1372,XKZWBUMTAFVMJT-UHFFFAOYSA-N,CCCCCC(=O)N(C)C1=CC=C(C=C1)[S](=O)(=O)N(C)C,-2.95,0.0,G1,0.6
C-1373,NZSQZKSAMAZAEC-UHFFFAOYSA-N,CC(=O)NC1=NC2=C(C=N1)N=C[N]2COCCOC(C)=O,-0.73,0.0,G1,0.6
C-1374,RMOGWMIKYWRTKW-UHFFFAOYSA-N,CC(C)(C)C(O)C(CC1=CC=C(Cl)C=C1)[N]2C=NC=N2,-4.05,0.0,G1,0.6
C-1375,JOATXPAWOHTVSZ-UHFFFAOYSA-N,CCN(CC)C(=O)NC1=CC(=C(OCC(O)CNC(C)(C)C)C=C1)C(C)=O,-1.9,0.0,G1,0.6
C-1377,RENNXOTVYDMFOD-UHFFFAOYSA-N,CCOC(=O)CNC(=O)COC(=O)C1=CC=CC=C1OC(C)=O,-1.87,0.0,G1,0.6
C-1379,OTKXWJHPGBRXCR-UHFFFAOYSA-N,CO[P](=S)(OC)OC1=C(Cl)C=C(C=C1)[N+]([O-])=O,-4.68,0.1867999999999998,G3,0.8
C-1380,SJJLAYXHDHWNSV-UHFFFAOYSA-N,FC1=CNC(=O)N(COC(=O)OC2=CC=CC=C2)C1=O,-2.45,0.0,G1,0.6
C-1382,HHMGSXBJVFFCGH-UHFFFAOYSA-N,CCCCCCC(=O)N(C)C1=CC=C(C=C1)[S](=O)(=O)N(C)C,-3.68,0.0,G1,0.6
C-1384,QHVARHTXPQPYKM-UHFFFAOYSA-N,CCCCCCC(=O)N(C)[S](=O)(=O)C1=CC=C(C=C1)N(C)C,-3.68,0.0,G1,0.6
C-1386,KPHZMBYXFKPLCC-UHFFFAOYSA-N,CCCCCCCC(=O)N(C)C1=CC=C(C=C1)[S](=O)(=O)N(C)C,-3.59,0.0,G1,0.6
C-1388,DHIFEVBBJSAIAC-UHFFFAOYSA-N,CC(=O)OC[N]1C=C2C(=O)N(COC(C)=O)C=NC2=N1,-1.99,0.0,G1,0.6
C-1389,ZEMRQSGEJWXCQZ-UHFFFAOYSA-N,CCOC(=O)CN(C)C(=O)COC(=O)C1=CC=CC=C1OC(C)=O,-2.55,0.0,G1,0.6
C-1391,COCAVGOWOPNYOD-UHFFFAOYSA-N,COC1=CC=C2C=C(C=CC2=C1)C(C)C(=O)OCC(N)=O,-3.93,0.0,G1,0.6
C-1392,VNKBTWQZTQIWDV-UHFFFAOYSA-N,CO[P](=O)(OC)SCN1C(=O)OC2=CC(=CN=C12)Cl,-2.47,0.0,G1,0.6
C-1394,UZHSEJADLWPNLE-UHFFFAOYSA-N,OC1=C2OC3C(=O)CCC4(O)C5CC(=C2C34CCN5CC=C)C=C1,-3.39,0.0,G1,0.6
C-1396,LNIRSJVVXSYEBA-UHFFFAOYSA-N,CC(=O)OC1=CC=CC=C1C(=O)OCN2C(=O)CCC2=O,-2.77,0.0,G1,0.6
C-1399,WZJZMXBKUWKXTQ-UHFFFAOYSA-N,CCOC(=O)NC1=CC(=CC=C1)OC(=O)NC2=CC=CC=C2,-4.52,0.0562500000000003,G3,0.8
C-1400,RJMIEHBSYVWVIN-UHFFFAOYSA-N,CC(C(O)=O)C1=CC=C(C=C1)N2CC3=C(C=CC=C3)C2=O,-4.72,0.0,G1,0.6
C-1402,VBHLKZHSCMQLTI-UHFFFAOYSA-N,CC(=O)NC1=NC2=C(N=C[N]2COCCOC(C)=O)C(=O)N1,-2.14,0.0,G1,0.6
C-1407,IQGKIPDJXCAMSM-UHFFFAOYSA-N,[O-][N+]1=NC(=NC2=C1C=C(Cl)C=C2)[N]3C=CN=C3,-3.63,0.1162,G3,0.8
C-1409,CYFLXLSBHQBMFT-UHFFFAOYSA-N,CC1=C(C)N=C(N[S](=O)(=O)C2=CC=C(N)C=C2)O1,-2.22,0.1080701932387772,G5,1.0
C-1411,HJWLWNLAIBFKDO-UHFFFAOYSA-N,OC(=O)C(=C)CC(=O)C1=CC=C(C=C1)C2=CC=CC=C2Cl,-3.2,0.0,G1,0.6
C-1412,ZEXLWXYSVRCCCY-UHFFFAOYSA-N,CCN(CC)C(=O)CCC(=O)OC[N]1N=CC2=C1N=CNC2=O,-0.99,0.0,G1,0.6
C-1413,IBUVVTIRLMVASK-UHFFFAOYSA-N,COC1=CC=C2C=C(C=CC2=C1)C(C)C(=O)OCC(=O)N(C)C,-4.9,0.0,G1,0.6
C-1418,ZOTBXTZVPHCKPN-ZPHPHTNESA-N,CO/N=C(C(=O)OC)/C1=C(COC2=C(C)C=CC=C2)C=CC=C1,-5.19,0.0,G1,0.6
C-1419,SBHXYTNGIZCORC-UHFFFAOYSA-N,OC1=CC(=C2C(=O)CC(OC2=C1)C3=CC=C(O)C(=C3)O)O,-3.62,0.0,G1,0.6
C-1420,NWWLCGROZMKOTG-UHFFFAOYSA-N,CCN1C=C(C(=O)OCOC(C)=O)C(=O)C2=C1N=C(C)C=C2,-2.49,0.0,G1,0.6
C-1425,NWZNKSOQRRBBJE-UHFFFAOYSA-N,O=C1NC=NC2=C1C=N[N]2COC(=O)C3=CC=CC=C3,-4.05,0.0,G1,0.6
C-1427,PYKOSNOHCYDWPP-UHFFFAOYSA-N,CCCC(=O)OC[N]1C=C2C(=O)N(COC(=O)CCC)C=NC2=N1,-3.55,0.0,G1,0.6
C-1429,YXRWLNMEWXCOIE-UHFFFAOYSA-N,CCN1C=C(C(=O)OCOC(=O)CC)C(=O)C2=C1N=C(C)C=C2,-2.83,0.0,G1,0.6
C-1430,VTFZEBCYVXMEBB-UHFFFAOYSA-N,CCO[P](=S)(OCC)OC1=CC=C(C=C1)[S](C)(=O)=O,-3.58,0.47085,G3,0.8
C-1431,WABNCOPYWOQKLV-UHFFFAOYSA-N,CCN(CC)C(=O)COC(=O)C(C)C1=CC2=CC=C(OC)C=C2C=C1,-4.46,0.0,G1,0.6
C-1432,UKUHRIHGVXNNCI-UHFFFAOYSA-N,COC1=CC=C2C=C(C=CC2=C1)C(C)C(=O)OCC(=O)N(C)CCO,-3.39,0.0,G1,0.6
C-1435,IOFJWHCIWURTCZ-UHFFFAOYSA-N,CC(C)(C)C(=O)OC[N]1C=C2C(=O)N(COC(=O)C(C)(C)C)C=NC2=N1,-3.91,0.0,G1,0.6
C-1438,CHNUNORXWHYHNE-UHFFFAOYSA-N,CC(C)OC1=C(Cl)C=C(Cl)C(=C1)N2N=C(OC2=O)C(C)(C)C,-5.54,0.0764999999999997,G3,0.8
C-1444,XEXFVLNTPDXOJB-UHFFFAOYSA-N,CC(C)(C)C(=O)OCN1C=NC2=C(C=N[N]2COC(=O)C(C)(C)C)C1=O,-4.26,0.0,G1,0.6
C-1446,XOLFCAOGEVVBST-UHFFFAOYSA-N,COC(=O)[N]1C2=C(C=CC=C2)N=C1C3=CSC=N3,-3.11,0.0,G1,0.6
C-1448,YCPMGOBLONVZFZ-UHFFFAOYSA-N,CCCC(=O)OCOC(=O)C1=CN(CC)C2=C(C=CC(=N2)C)C1=O,-2.95,0.0,G1,0.6
C-1452,UHAXPDKVSONCGG-UHFFFAOYSA-N,CCN1C=C(C(=O)OCOC(=O)C(C)C)C(=O)C2=C1N=C(C)C=C2,-3.02,0.0,G1,0.6
C-1456,JBDHZKLJNAIJNC-UHFFFAOYSA-N,CC(OC1=CC=C(OC2=NC=C(Cl)C=C2F)C=C1)C(=O)OCC#C,-5.15,0.0,G1,0.6
C-1458,SEQDDYPDSLOBDC-UHFFFAOYSA-N,CN1C(=O)C(O)N=C(C2=CC=CC=C2)C3=C1C=CC(=C3)Cl,-2.7,0.0,G1,0.6
C-1463,QZUDBNBUXVUHMW-UHFFFAOYSA-N,CN1CCN(CC1)C2=NC3=C(NC4=C2C=CC=C4)C=CC(=C3)Cl,-4.64,0.0,G1,0.6
C-1464,UGRWIGCKFYJTEL-UHFFFAOYSA-N,CCOC(=O)[N]1C2=C(C=CC=C2)N=C1C3=CSC=N3,-2.92,0.0,G1,0.6
C-1467,FZLRPSHQNAHYAG-UHFFFAOYSA-N,COC1=CC=C2C=C(C=CC2=C1)C(C)C(=O)OCC(=O)N(CCO)CCO,-2.96,0.0,G1,0.6
C-1469,MWQCHHACWWAQLJ-UHFFFAOYSA-N,ClC1=CC2=C(C=C1)N(CC3CC3)C(=O)CN=C2C4=CC=CC=C4,-4.91,0.0,G1,0.6
C-1471,XZIBWWMTMXSPOO-UHFFFAOYSA-N,CCN(CC)C(=O)COC(=O)C1=CN(CC)C2=C(C=CC(=N2)C)C1=O,-1.43,0.0,G1,0.6
C-1476,FQKXIOAPTXUHEK-UHFFFAOYSA-N,COC1=CC=C2C=C(C=CC2=C1)C(C)C(=O)OCC(=O)N(C)CC(N)=O,-3.78,0.0,G1,0.6
C-1477,CFXHTONTAWFEIR-UHFFFAOYSA-N,CCCOC(=O)[N]1C2=C(C=CC=C2)N=C1C3=CSC=N3,-3.52,0.0,G1,0.6
C-1479,LAYLZIREKXYMDV-ZROIWOOFSA-N,CCCCNC(=O)OC1=C(O)C(=CC(=C1)\C=C(C#N)/C(=O)N(CC)CC)[N+]([O-])=O,-2.32,0.0,G1,0.6
C-1484,BSVGCJGACKDNDR-JYRVWZFOSA-N,CCN(CC)C(=O)\C(=C/C1=CC(=C(O)C(=C1)[N+]([O-])=O)OC(=O)NC(C)(C)C)C#N,-3.53,0.0,G1,0.6
C-1489,APCDMDJMHYSEPA-UHFFFAOYSA-N,CC(C)COC(=O)[N]1C2=C(C=CC=C2)N=C1C3=CSC=N3,-4.17,0.0,G1,0.6
C-1503,USSIUIGPBLPCDF-JMIUGGIZSA-N,CO\N=C(C)/C1=CC=CC(=C1C(=O)OC)OC2=NC(=CC(=N2)OC)OC,-3.31,0.0,G1,0.6
C-1506,SUBDBMMJDZJVOS-UHFFFAOYSA-N,COC1=CC2=C([NH]C(=N2)[S](=O)CC3=C(C)C(=C(C)C=N3)OC)C=C1,-4.28,0.0,G1,0.6
C-1507,OSUHJPCHFDQAIT-UHFFFAOYSA-N,CCOC(=O)C(C)OC1=CC=C(OC2=NC3=C(C=C(Cl)C=C3)N=C2)C=C1,-5.97,0.0622000000000002,G3,0.8
C-1509,JSDGCANKASDATC-UHFFFAOYSA-N,NC1=NC2=C(N=C[N]2COCCOC(=O)C3=CC=C(CN4CCOCC4)C=C3)C(=O)N1,-2.75,0.0,G1,0.6
C-1513,XTFNPKDYCLFGPV-OMCISZLKSA-N,OC1=C(Br)C=C(\C=N\OC2=C(C=C(C=C2)[N+]([O-])=O)[N+]([O-])=O)C=C1Br,-5.19,0.0,G1,0.6
C-1514,BQYJATMQXGBDHF-UHFFFAOYSA-N,CC1COC(C[N]2C=NC=N2)(O1)C3=C(Cl)C=C(OC4=CC=C(Cl)C=C4)C=C3,-4.91,0.2386500000000002,G3,0.8
C-1515,PYZSVQVRHDXQSL-UHFFFAOYSA-N,O=C1C2=C(SC(=C(S2)C#N)C#N)C(=O)C3=C1C=CC=C3,-6.33,0.0,G1,0.6
C-1541,AEUTYOVWOVBAKS-UHFFFAOYSA-N,CCC(CO)NCCNC(CC)CO,0.57,0.0,G1,0.6
C-1546,CVOGMKGEVNGRSK-OWOJBTEDSA-N,I\C=C\I,-3.22,0.0283499999999998,G3,0.8
C-1558,JFQJADVATLPJRF-IHWYPQMZSA-N,C\C(Br)=C\C(O)=O,-0.6,0.0,G1,0.6
C-1561,ACEYAMOAGUDVAQ-UHFFFAOYSA-N,CCC(Br)(CC)C(N)=O,-1.44,0.2011999999999999,G3,0.8
C-1570,CSDFWNXJFJAWAM-IHWYPQMZSA-N,C\C(I)=C\C(O)=O,-1.16,0.0,G1,0.6
C-1573,SYEOWUNSTUDKGM-UHFFFAOYSA-N,CC(CCC(O)=O)CC(O)=O,0.09,0.04995,G3,0.8
C-1580,DQZCVNGCTZLGAQ-UHFFFAOYSA-N,CN(C)C(=O)NC1CCCCCCC1,-2.26,0.059492744655686,G5,1.0
C-1582,JXOHGGNKMLTUBP-UHFFFAOYSA-N,OC1CC(=CC(O)C1O)C(O)=O,0.01,0.0373999999999999,G3,0.8
C-1583,DHZBEENLJMYSHQ-UHFFFAOYSA-N,CC12C3CCC(O3)C1(C)C(=O)OC2=O,-3.82,0.0,G1,0.6
C-1589,PBXLMODGBAXKQR-UHFFFAOYSA-N,OC(C(O)=O)C(Cl)(Cl)Cl,0.36,0.0,G1,0.6
C-1594,KGEKLUUHTZCSIP-UHFFFAOYSA-N,CC(=O)OC1CC2CCC1(C)C2(C)C,-3.93,0.0,G1,0.6
